Phi[deg],Theta[deg],im(rEPhi)[mV],re(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-116,142,-3.90355,13.4046,-377.796,-5285.18
-115,142,-3.87201,13.3776,-378.63,-5284.07
-114,142,-3.83348,13.329,-379.478,-5282.97
-113,142,-3.78802,13.2588,-380.34,-5281.87
-112,142,-3.73572,13.167,-381.214,-5280.77
-111,142,-3.67671,13.0539,-382.099,-5279.67
-110,142,-3.61112,12.9196,-382.994,-5278.58
-109,142,-3.53913,12.7643,-383.898,-5277.49
-108,142,-3.46093,12.5883,-384.81,-5276.41
-107,142,-3.37673,12.392,-385.728,-5275.34
-106,142,-3.28677,12.1757,-386.652,-5274.27
-105,142,-3.19133,11.94,-387.58,-5273.21
-104,142,-3.09066,11.6854,-388.512,-5272.16
-103,142,-2.98509,11.4124,-389.446,-5271.12
-102,142,-2.87494,11.1215,-390.38,-5270.1
-101,142,-2.76053,10.8136,-391.315,-5269.08
-100,142,-2.64223,10.4892,-392.249,-5268.08
-99,142,-2.52042,10.1491,-393.181,-5267.08
-98,142,-2.39547,9.79412,-394.109,-5266.11
-97,142,-2.26778,9.42505,-395.034,-5265.14
-96,142,-2.13777,9.04276,-395.954,-5264.2
-95,142,-2.00585,8.64814,-396.867,-5263.26
-94,142,-1.87245,8.24212,-397.774,-5262.35
-93,142,-1.73801,7.82565,-398.674,-5261.44
-92,142,-1.60295,7.39972,-399.565,-5260.56
-91,142,-1.46773,6.96533,-400.447,-5259.69
-90,142,-1.33278,6.5235,-401.319,-5258.84
-89,142,-1.19855,6.07527,-402.181,-5258
-88,142,-1.06547,5.6217,-403.031,-5257.18
-87,142,-0.933993,5.16386,-403.87,-5256.38
-86,142,-0.804542,4.70283,-404.697,-5255.6
-85,142,-0.677548,4.23967,-405.512,-5254.83
-84,142,-0.55343,3.77548,-406.313,-5254.08
-83,142,-0.4326,3.31132,-407.102,-5253.35
-82,142,-0.315458,2.84829,-407.876,-5252.64
-81,142,-0.202396,2.38743,-408.637,-5251.94
-80,142,-0.0937898,1.9298,-409.384,-5251.26
-79,142,0.00999525,1.47644,-410.116,-5250.6
-78,142,0.108609,1.02837,-410.834,-5249.96
-77,142,0.201718,0.586592,-411.538,-5249.33
-76,142,0.289003,0.152072,-412.227,-5248.72
-75,142,0.370163,-0.274242,-412.903,-5248.13
-74,142,0.444913,-0.691436,-413.564,-5247.55
-73,142,0.512987,-1.09863,-414.21,-5246.99
-72,142,0.574138,-1.49498,-414.843,-5246.45
-71,142,0.628138,-1.87968,-415.463,-5245.92
-70,142,0.674776,-2.25197,-416.069,-5245.4
-69,142,0.713863,-2.61113,-416.661,-5244.9
-68,142,0.745228,-2.95648,-417.241,-5244.42
-67,142,0.768721,-3.28741,-417.809,-5243.95
-66,142,0.784211,-3.60334,-418.364,-5243.5
-65,142,0.791585,-3.90376,-418.908,-5243.06
-64,142,0.790752,-4.18819,-419.44,-5242.63
-63,142,0.781638,-4.45623,-419.962,-5242.22
-62,142,0.764189,-4.70752,-420.473,-5241.82
-61,142,0.738368,-4.94177,-420.974,-5241.44
-60,142,0.704158,-5.15874,-421.466,-5241.07
-59,142,0.661559,-5.35825,-421.949,-5240.71
-58,142,0.610586,-5.54018,-422.424,-5240.36
-57,142,0.551273,-5.70447,-422.891,-5240.02
-56,142,0.48367,-5.85112,-423.35,-5239.7
-55,142,0.40784,-5.98019,-423.803,-5239.39
-54,142,0.323864,-6.09179,-424.249,-5239.09
-53,142,0.231834,-6.1861,-424.689,-5238.79
-52,142,0.131858,-6.26333,-425.124,-5238.52
-51,142,0.0240541,-6.32378,-425.553,-5238.25
-50,142,-0.0914445,-6.36778,-425.978,-5237.99
-49,142,-0.214495,-6.39572,-426.398,-5237.74
-48,142,-0.344943,-6.40802,-426.815,-5237.5
-47,142,-0.482625,-6.40517,-427.227,-5237.27
-46,142,-0.627367,-6.3877,-427.637,-5237.06
-45,142,-0.778987,-6.35618,-428.043,-5236.85
-44,142,-0.937292,-6.3112,-428.446,-5236.65
-43,142,-1.10209,-6.25341,-428.847,-5236.45
-42,142,-1.27316,-6.18349,-429.245,-5236.27
-41,142,-1.45031,-6.10213,-429.641,-5236.1
-40,142,-1.6333,-6.01007,-430.034,-5235.93
-39,142,-1.82192,-5.90805,-430.425,-5235.78
-38,142,-2.01594,-5.79686,-430.814,-5235.63
-37,142,-2.21513,-5.67727,-431.2,-5235.49
-36,142,-2.41924,-5.55008,-431.583,-5235.36
-35,142,-2.62803,-5.4161,-431.964,-5235.23
-34,142,-2.84126,-5.27614,-432.342,-5235.11
-33,142,-3.05868,-5.131,-432.717,-5235.01
-32,142,-3.28004,-4.98151,-433.089,-5234.9
-31,142,-3.50507,-4.82846,-433.456,-5234.81
-30,142,-3.73353,-4.67265,-433.82,-5234.72
-29,142,-3.96516,-4.51485,-434.18,-5234.65
-28,142,-4.19968,-4.35583,-434.534,-5234.57
-27,142,-4.43684,-4.19634,-434.884,-5234.51
-26,142,-4.67638,-4.03709,-435.228,-5234.45
-25,142,-4.91802,-3.87879,-435.565,-5234.4
-24,142,-5.1615,-3.72209,-435.896,-5234.36
-23,142,-5.40654,-3.56765,-436.22,-5234.32
-22,142,-5.65288,-3.41606,-436.535,-5234.29
-21,142,-5.90023,-3.26789,-436.843,-5234.27
-20,142,-6.14834,-3.12369,-437.141,-5234.25
-19,142,-6.39692,-2.98394,-437.43,-5234.25
-18,142,-6.64569,-2.84909,-437.709,-5234.25
-17,142,-6.89438,-2.71958,-437.977,-5234.25
-16,142,-7.1427,-2.59575,-438.233,-5234.26
-15,142,-7.39039,-2.47795,-438.478,-5234.28
-14,142,-7.63716,-2.36646,-438.709,-5234.31
-13,142,-7.88272,-2.26152,-438.928,-5234.34
-12,142,-8.12681,-2.16332,-439.133,-5234.38
-11,142,-8.36912,-2.07203,-439.324,-5234.43
-10,142,-8.60939,-1.98774,-439.499,-5234.48
-9,142,-8.84732,-1.91053,-439.66,-5234.54
-8,142,-9.08263,-1.84042,-439.804,-5234.61
-7,142,-9.31504,-1.77739,-439.932,-5234.69
-6,142,-9.54426,-1.7214,-440.044,-5234.77
-5,142,-9.77,-1.67234,-440.138,-5234.86
-4,142,-9.99197,-1.63009,-440.215,-5234.96
-3,142,-10.2099,-1.59447,-440.273,-5235.06
-2,142,-10.4235,-1.5653,-440.314,-5235.17
-1,142,-10.6324,-1.54234,-440.336,-5235.29
0,142,-10.8365,-1.52533,-440.339,-5235.42
1,142,-11.0353,-1.51399,-440.323,-5235.55
2,142,-11.2287,-1.50801,-440.289,-5235.69
3,142,-11.4163,-1.50706,-440.235,-5235.84
4,142,-11.5978,-1.5108,-440.162,-5236
5,142,-11.7729,-1.51885,-440.07,-5236.16
6,142,-11.9414,-1.53084,-439.958,-5236.33
7,142,-12.103,-1.54637,-439.828,-5236.51
8,142,-12.2573,-1.56506,-439.678,-5236.69
9,142,-12.4042,-1.5865,-439.51,-5236.88
10,142,-12.5433,-1.61027,-439.323,-5237.08
11,142,-12.6743,-1.63599,-439.117,-5237.29
12,142,-12.7969,-1.66323,-438.893,-5237.51
13,142,-12.911,-1.69161,-438.652,-5237.73
14,142,-13.0161,-1.72072,-438.393,-5237.96
15,142,-13.112,-1.7502,-438.117,-5238.19
16,142,-13.1985,-1.77966,-437.824,-5238.44
17,142,-13.2753,-1.80875,-437.514,-5238.69
18,142,-13.3421,-1.83713,-437.189,-5238.94
19,142,-13.3986,-1.86447,-436.849,-5239.21
20,142,-13.4446,-1.89047,-436.493,-5239.48
21,142,-13.4799,-1.91485,-436.124,-5239.75
22,142,-13.5042,-1.93733,-435.74,-5240.03
23,142,-13.5172,-1.95768,-435.344,-5240.32
24,142,-13.5187,-1.97568,-434.934,-5240.62
25,142,-13.5086,-1.99115,-434.513,-5240.92
26,142,-13.4865,-2.0039,-434.079,-5241.22
27,142,-13.4523,-2.0138,-433.635,-5241.53
28,142,-13.4057,-2.02074,-433.181,-5241.85
29,142,-13.3466,-2.02461,-432.717,-5242.17
30,142,-13.2749,-2.02536,-432.243,-5242.5
31,142,-13.1902,-2.02294,-431.761,-5242.83
32,142,-13.0926,-2.01734,-431.271,-5243.16
33,142,-12.9817,-2.00856,-430.773,-5243.5
34,142,-12.8576,-1.99663,-430.269,-5243.84
35,142,-12.7201,-1.98161,-429.757,-5244.19
36,142,-12.5691,-1.96356,-429.24,-5244.54
37,142,-12.4046,-1.94258,-428.717,-5244.89
38,142,-12.2264,-1.91877,-428.19,-5245.25
39,142,-12.0345,-1.89227,-427.657,-5245.61
40,142,-11.829,-1.86322,-427.121,-5245.97
41,142,-11.6098,-1.83177,-426.58,-5246.34
42,142,-11.377,-1.79809,-426.037,-5246.71
43,142,-11.1305,-1.76235,-425.49,-5247.08
44,142,-10.8705,-1.72475,-424.94,-5247.45
45,142,-10.5971,-1.68548,-424.388,-5247.83
46,142,-10.3104,-1.64473,-423.834,-5248.2
47,142,-10.0105,-1.60271,-423.277,-5248.58
48,142,-9.69754,-1.55963,-422.72,-5248.96
49,142,-9.37181,-1.51568,-422.16,-5249.35
50,142,-9.0335,-1.47108,-421.599,-5249.73
51,142,-8.68286,-1.42601,-421.037,-5250.11
52,142,-8.32017,-1.38068,-420.474,-5250.5
53,142,-7.94572,-1.33528,-419.91,-5250.89
54,142,-7.55986,-1.28999,-419.345,-5251.28
55,142,-7.16293,-1.24499,-418.779,-5251.67
56,142,-6.75533,-1.20043,-418.213,-5252.06
57,142,-6.33748,-1.15649,-417.646,-5252.46
58,142,-5.9098,-1.11329,-417.078,-5252.85
59,142,-5.47277,-1.07098,-416.51,-5253.25
60,142,-5.02687,-1.02967,-415.941,-5253.64
61,142,-4.57262,-0.98948,-415.371,-5254.04
62,142,-4.11056,-0.950496,-414.801,-5254.44
63,142,-3.64125,-0.912801,-414.23,-5254.85
64,142,-3.16528,-0.876462,-413.658,-5255.25
65,142,-2.68324,-0.841536,-413.086,-5255.66
66,142,-2.19577,-0.808061,-412.513,-5256.06
67,142,-1.70349,-0.776067,-411.939,-5256.47
68,142,-1.20708,-0.745567,-411.364,-5256.88
69,142,-0.707212,-0.716565,-410.789,-5257.3
70,142,-0.204564,-0.68905,-410.213,-5257.71
71,142,0.300158,-0.663001,-409.637,-5258.13
72,142,0.806243,-0.638387,-409.059,-5258.55
73,142,1.31297,-0.615165,-408.481,-5258.98
74,142,1.81961,-0.593286,-407.903,-5259.4
75,142,2.32544,-0.572688,-407.324,-5259.83
76,142,2.82971,-0.553306,-406.744,-5260.27
77,142,3.33169,-0.535066,-406.164,-5260.7
78,142,3.83064,-0.517888,-405.583,-5261.14
79,142,4.32582,-0.501689,-405.002,-5261.58
80,142,4.8165,-0.486381,-404.421,-5262.03
81,142,5.30195,-0.471875,-403.84,-5262.48
82,142,5.78146,-0.458079,-403.26,-5262.94
83,142,6.25431,-0.4449,-402.679,-5263.39
84,142,6.71981,-0.432247,-402.099,-5263.86
85,142,7.17728,-0.420029,-401.52,-5264.32
86,142,7.62603,-0.408157,-400.941,-5264.8
87,142,8.06543,-0.396547,-400.364,-5265.27
88,142,8.49482,-0.385118,-399.788,-5265.75
89,142,8.91361,-0.373794,-399.214,-5266.24
90,142,9.32119,-0.362504,-398.642,-5266.73
91,142,9.71699,-0.351186,-398.072,-5267.22
92,142,10.1005,-0.339783,-397.504,-5267.72
93,142,10.4711,-0.328248,-396.939,-5268.23
94,142,10.8284,-0.316541,-396.377,-5268.74
95,142,11.1719,-0.304631,-395.819,-5269.26
96,142,11.5012,-0.2925,-395.264,-5269.78
97,142,11.8158,-0.280136,-394.714,-5270.3
98,142,12.1155,-0.26754,-394.168,-5270.84
99,142,12.3997,-0.254724,-393.626,-5271.37
100,142,12.6683,-0.241711,-393.09,-5271.91
101,142,12.921,-0.228535,-392.56,-5272.46
102,142,13.1575,-0.215243,-392.035,-5273.02
103,142,13.3776,-0.201891,-391.516,-5273.57
104,142,13.5811,-0.188549,-391.004,-5274.14
105,142,13.768,-0.175298,-390.499,-5274.71
106,142,13.9381,-0.162229,-390.001,-5275.28
107,142,14.0913,-0.149446,-389.511,-5275.86
108,142,14.2276,-0.137064,-389.029,-5276.45
109,142,14.3471,-0.125205,-388.554,-5277.04
110,142,14.4497,-0.114004,-388.089,-5277.63
111,142,14.5355,-0.103605,-387.632,-5278.23
112,142,14.6047,-0.0941592,-387.184,-5278.84
113,142,14.6574,-0.0858265,-386.745,-5279.45
114,142,14.6937,-0.0787737,-386.316,-5280.06
115,142,14.7139,-0.0731737,-385.897,-5280.68
116,142,14.7181,-0.0692045,-385.487,-5281.31
117,142,14.7068,-0.0670481,-385.088,-5281.93
118,142,14.6801,-0.0668897,-384.699,-5282.56
119,142,14.6384,-0.0689159,-384.32,-5283.2
120,142,14.5821,-0.0733142,-383.951,-5283.84
121,142,14.5114,-0.080271,-383.593,-5284.48
122,142,14.4269,-0.0899705,-383.245,-5285.13
123,142,14.3289,-0.102594,-382.908,-5285.78
124,142,14.2179,-0.118316,-382.581,-5286.43
125,142,14.0943,-0.137306,-382.264,-5287.09
126,142,13.9587,-0.159727,-381.957,-5287.75
127,142,13.8115,-0.185728,-381.661,-5288.41
128,142,13.6533,-0.215451,-381.374,-5289.07
129,142,13.4845,-0.249024,-381.097,-5289.74
130,142,13.3058,-0.28656,-380.829,-5290.4
131,142,13.1176,-0.32816,-380.571,-5291.07
132,142,12.9205,-0.373903,-380.321,-5291.74
133,142,12.7151,-0.423853,-380.08,-5292.41
134,142,12.502,-0.478054,-379.847,-5293.08
135,142,12.2817,-0.536529,-379.622,-5293.75
136,142,12.0547,-0.599279,-379.404,-5294.42
137,142,11.8218,-0.666281,-379.193,-5295.09
138,142,11.5834,-0.737488,-378.988,-5295.76
139,142,11.3401,-0.812829,-378.79,-5296.43
140,142,11.0924,-0.892208,-378.597,-5297.1
141,142,10.841,-0.9755,-378.408,-5297.77
142,142,10.5863,-1.06255,-378.224,-5298.43
143,142,10.329,-1.1532,-378.044,-5299.1
144,142,10.0695,-1.24722,-377.867,-5299.76
145,142,9.80826,-1.34439,-377.693,-5300.41
146,142,9.5459,-1.44445,-377.52,-5301.07
147,142,9.28285,-1.54711,-377.35,-5301.72
148,142,9.01958,-1.65206,-377.18,-5302.36
149,142,8.75654,-1.75896,-377.01,-5303
150,142,8.49415,-1.86744,-376.841,-5303.64
151,142,8.23284,-1.97713,-376.67,-5304.27
152,142,7.97298,-2.08759,-376.498,-5304.9
153,142,7.71494,-2.19841,-376.325,-5305.51
154,142,7.45908,-2.30911,-376.149,-5306.13
155,142,7.20571,-2.41924,-375.97,-5306.73
156,142,6.95513,-2.5283,-375.788,-5307.33
157,142,6.70763,-2.63577,-375.602,-5307.92
158,142,6.46346,-2.74114,-375.412,-5308.5
159,142,6.22285,-2.84386,-375.217,-5309.08
160,142,5.98601,-2.94341,-375.017,-5309.64
161,142,5.75312,-3.03922,-374.813,-5310.19
162,142,5.52434,-3.13073,-374.602,-5310.74
163,142,5.2998,-3.21738,-374.386,-5311.27
164,142,5.07961,-3.2986,-374.164,-5311.79
165,142,4.86388,-3.37385,-373.936,-5312.31
166,142,4.65265,-3.44254,-373.701,-5312.8
167,142,4.44598,-3.50414,-373.461,-5313.29
168,142,4.24388,-3.55809,-373.214,-5313.76
169,142,4.04637,-3.60386,-372.96,-5314.22
170,142,3.85341,-3.64092,-372.701,-5314.67
171,142,3.66497,-3.66877,-372.435,-5315.1
172,142,3.48099,-3.68693,-372.164,-5315.51
173,142,3.30139,-3.6949,-371.886,-5315.91
174,142,3.12609,-3.69226,-371.604,-5316.3
175,142,2.95498,-3.67857,-371.316,-5316.66
176,142,2.78793,-3.65343,-371.023,-5317.01
177,142,2.62481,-3.61646,-370.726,-5317.34
178,142,2.46547,-3.56734,-370.425,-5317.66
179,142,2.30975,-3.50574,-370.121,-5317.95
180,142,2.15748,-3.43138,-369.813,-5318.23
-180,143,2.32018,-3.11133,-357.504,-5178.59
-179,143,2.1664,-3.02802,-357.204,-5178.83
-178,143,2.01525,-2.93193,-356.902,-5179.06
-177,143,1.86654,-2.8229,-356.599,-5179.26
-176,143,1.72011,-2.70078,-356.296,-5179.45
-175,143,1.57577,-2.56547,-355.993,-5179.61
-174,143,1.43336,-2.41691,-355.692,-5179.75
-173,143,1.29269,-2.25508,-355.393,-5179.87
-172,143,1.1536,-2.07999,-355.096,-5179.97
-171,143,1.01591,-1.8917,-354.803,-5180.04
-170,143,0.87947,-1.6903,-354.515,-5180.1
-169,143,0.74411,-1.47593,-354.232,-5180.12
-168,143,0.609686,-1.24878,-353.955,-5180.13
-167,143,0.476057,-1.00907,-353.686,-5180.11
-166,143,0.343092,-0.757058,-353.424,-5180.06
-165,143,0.210672,-0.49305,-353.171,-5179.99
-164,143,0.0786912,-0.217391,-352.929,-5179.89
-163,143,-0.052945,0.0695328,-352.697,-5179.77
-162,143,-0.184316,0.367295,-352.476,-5179.62
-161,143,-0.315486,0.675432,-352.269,-5179.45
-160,143,-0.446504,0.99344,-352.074,-5179.25
-159,143,-0.577402,1.32078,-351.895,-5179.02
-158,143,-0.708197,1.65687,-351.73,-5178.76
-157,143,-0.838886,2.00111,-351.582,-5178.48
-156,143,-0.96945,2.35284,-351.451,-5178.17
-155,143,-1.09985,2.71139,-351.338,-5177.83
-154,143,-1.23004,3.07606,-351.244,-5177.47
-153,143,-1.35993,3.4461,-351.169,-5177.08
-152,143,-1.48944,3.82074,-351.115,-5176.66
-151,143,-1.61846,4.19921,-351.082,-5176.21
-150,143,-1.74686,4.58068,-351.071,-5175.73
-149,143,-1.87449,4.96432,-351.082,-5175.23
-148,143,-2.00121,5.34928,-351.117,-5174.7
-147,143,-2.12683,5.73468,-351.175,-5174.15
-146,143,-2.25117,6.11963,-351.257,-5173.56
-145,143,-2.37401,6.50325,-351.364,-5172.96
-144,143,-2.49515,6.88462,-351.497,-5172.32
-143,143,-2.61434,7.26283,-351.655,-5171.66
-142,143,-2.73136,7.63695,-351.839,-5170.98
-141,143,-2.84595,8.00607,-352.049,-5170.27
-140,143,-2.95786,8.36926,-352.286,-5169.53
-139,143,-3.06682,8.72561,-352.55,-5168.77
-138,143,-3.17256,9.0742,-352.84,-5167.99
-137,143,-3.27482,9.41413,-353.158,-5167.19
-136,143,-3.3733,9.74451,-353.502,-5166.37
-135,143,-3.46774,10.0645,-353.873,-5165.52
-134,143,-3.55787,10.3731,-354.271,-5164.66
-133,143,-3.64341,10.6697,-354.696,-5163.77
-132,143,-3.72409,10.9533,-355.147,-5162.87
-131,143,-3.79966,11.2232,-355.625,-5161.95
-130,143,-3.86986,11.4786,-356.128,-5161.01
-129,143,-3.93444,11.7187,-356.656,-5160.06
-128,143,-3.99317,11.943,-357.21,-5159.09
-127,143,-4.04584,12.1506,-357.788,-5158.1
-126,143,-4.09223,12.341,-358.39,-5157.11
-125,143,-4.13216,12.5137,-359.015,-5156.1
-124,143,-4.16544,12.6679,-359.663,-5155.08
-123,143,-4.19193,12.8034,-360.333,-5154.06
-122,143,-4.21148,12.9195,-361.024,-5153.02
-121,143,-4.22398,13.0159,-361.735,-5151.97
-120,143,-4.22933,13.0922,-362.466,-5150.92
-119,143,-4.22746,13.1481,-363.216,-5149.86
-118,143,-4.21832,13.1834,-363.983,-5148.8
-117,143,-4.20187,13.1978,-364.767,-5147.74
-116,143,-4.17813,13.1913,-365.567,-5146.67
-115,143,-4.1471,13.1636,-366.382,-5145.6
-114,143,-4.10884,13.1148,-367.21,-5144.53
-113,143,-4.06341,13.0448,-368.052,-5143.46
-112,143,-4.01091,12.9537,-368.905,-5142.39
-111,143,-3.95147,12.8417,-369.768,-5141.33
-110,143,-3.88523,12.7089,-370.641,-5140.27
-109,143,-3.81236,12.5555,-371.523,-5139.21
-108,143,-3.73306,12.3819,-372.411,-5138.16
-107,143,-3.64754,12.1884,-373.306,-5137.12
-106,143,-3.55605,11.9753,-374.206,-5136.08
-105,143,-3.45884,11.743,-375.11,-5135.05
-104,143,-3.35621,11.4922,-376.017,-5134.03
-103,143,-3.24845,11.2233,-376.925,-5133.02
-102,143,-3.1359,10.937,-377.834,-5132.02
-101,143,-3.01888,10.6338,-378.743,-5131.03
-100,143,-2.89777,10.3144,-379.651,-5130.06
-99,143,-2.77293,9.97961,-380.556,-5129.09
-98,143,-2.64475,9.63012,-381.458,-5128.14
-97,143,-2.51363,9.26675,-382.356,-5127.2
-96,143,-2.37999,8.89034,-383.249,-5126.28
-95,143,-2.24424,8.50176,-384.135,-5125.37
-94,143,-2.10682,8.10191,-385.015,-5124.48
-93,143,-1.96815,7.69172,-385.887,-5123.6
-92,143,-1.82869,7.27215,-386.75,-5122.73
-91,143,-1.68887,6.84417,-387.605,-5121.89
-90,143,-1.54915,6.40879,-388.449,-5121.06
-89,143,-1.40996,5.96701,-389.283,-5120.24
-88,143,-1.27176,5.51986,-390.107,-5119.45
-87,143,-1.13498,5.0684,-390.918,-5118.66
-86,143,-1.00008,4.61365,-391.718,-5117.9
-85,143,-0.867469,4.15669,-392.505,-5117.16
-84,143,-0.737589,3.69855,-393.279,-5116.43
-83,143,-0.610853,3.24029,-394.04,-5115.71
-82,143,-0.487672,2.78297,-394.787,-5115.02
-81,143,-0.368442,2.3276,-395.521,-5114.34
-80,143,-0.253549,1.87524,-396.241,-5113.68
-79,143,-0.143366,1.42687,-396.947,-5113.04
-78,143,-0.0382529,0.98351,-397.639,-5112.41
-77,143,0.0614474,0.546118,-398.317,-5111.8
-76,143,0.155406,0.115647,-398.98,-5111.21
-75,143,0.243313,-0.306981,-399.63,-5110.63
-74,143,0.324871,-0.720875,-400.265,-5110.07
-73,143,0.399806,-1.12517,-400.887,-5109.53
-72,143,0.467858,-1.51906,-401.495,-5109
-71,143,0.528789,-1.90174,-402.09,-5108.49
-70,143,0.582377,-2.27247,-402.671,-5107.99
-69,143,0.628422,-2.63056,-403.24,-5107.51
-68,143,0.666742,-2.97534,-403.796,-5107.04
-67,143,0.697176,-3.3062,-404.34,-5106.59
-66,143,0.719581,-3.6226,-404.873,-5106.15
-65,143,0.733835,-3.92401,-405.393,-5105.73
-64,143,0.739834,-4.20998,-405.903,-5105.32
-63,143,0.737496,-4.4801,-406.403,-5104.92
-62,143,0.726756,-4.73404,-406.892,-5104.54
-61,143,0.707568,-4.97149,-407.372,-5104.17
-60,143,0.679906,-5.19222,-407.843,-5103.81
-59,143,0.643759,-5.39606,-408.305,-5103.46
-58,143,0.599136,-5.58287,-408.759,-5103.13
-57,143,0.546063,-5.75259,-409.206,-5102.81
-56,143,0.484583,-5.90522,-409.645,-5102.5
-55,143,0.414753,-6.04081,-410.078,-5102.2
-54,143,0.336647,-6.15945,-410.505,-5101.92
-53,143,0.250354,-6.26131,-410.926,-5101.64
-52,143,0.155976,-6.34661,-411.342,-5101.38
-51,143,0.0536304,-6.41559,-411.753,-5101.12
-50,143,-0.0565541,-6.4686,-412.159,-5100.88
-49,143,-0.174436,-6.50597,-412.562,-5100.64
-48,143,-0.299861,-6.52815,-412.96,-5100.42
-47,143,-0.432665,-6.53556,-413.356,-5100.2
-46,143,-0.572674,-6.52873,-413.748,-5099.99
-45,143,-0.719703,-6.50819,-414.138,-5099.8
-44,143,-0.873558,-6.47451,-414.525,-5099.61
-43,143,-1.03404,-6.4283,-414.91,-5099.43
-42,143,-1.20093,-6.37022,-415.292,-5099.26
-41,143,-1.37402,-6.30094,-415.672,-5099.1
-40,143,-1.55308,-6.22114,-416.05,-5098.94
-39,143,-1.73788,-6.13155,-416.427,-5098.79
-38,143,-1.92818,-6.03291,-416.801,-5098.66
-37,143,-2.12375,-5.92596,-417.173,-5098.53
-36,143,-2.32433,-5.81148,-417.543,-5098.4
-35,143,-2.52967,-5.69023,-417.91,-5098.29
-34,143,-2.73952,-5.56299,-418.275,-5098.18
-33,143,-2.95362,-5.43054,-418.638,-5098.08
-32,143,-3.1717,-5.29366,-418.997,-5097.99
-31,143,-3.3935,-5.15311,-419.353,-5097.9
-30,143,-3.61875,-5.00966,-419.706,-5097.82
-29,143,-3.84718,-4.86405,-420.055,-5097.75
-28,143,-4.07851,-4.71702,-420.399,-5097.68
-27,143,-4.31247,-4.56928,-420.739,-5097.62
-26,143,-4.54878,-4.42153,-421.073,-5097.57
-25,143,-4.78716,-4.27444,-421.402,-5097.52
-24,143,-5.02733,-4.12865,-421.725,-5097.49
-23,143,-5.26902,-3.98477,-422.041,-5097.45
-22,143,-5.51193,-3.84339,-422.349,-5097.43
-21,143,-5.75578,-3.70507,-422.65,-5097.41
-20,143,-6.0003,-3.5703,-422.943,-5097.4
-19,143,-6.24518,-3.43958,-423.226,-5097.39
-18,143,-6.49016,-3.31334,-423.5,-5097.39
-17,143,-6.73494,-3.19198,-423.764,-5097.4
-16,143,-6.97923,-3.07586,-424.017,-5097.41
-15,143,-7.22275,-2.9653,-424.259,-5097.43
-14,143,-7.46521,-2.86058,-424.489,-5097.45
-13,143,-7.70633,-2.76194,-424.706,-5097.49
-12,143,-7.94582,-2.66956,-424.911,-5097.52
-11,143,-8.18339,-2.5836,-425.102,-5097.57
-10,143,-8.41875,-2.50416,-425.278,-5097.62
-9,143,-8.65162,-2.43132,-425.44,-5097.68
-8,143,-8.88172,-2.36511,-425.587,-5097.75
-7,143,-9.10875,-2.3055,-425.718,-5097.82
-6,143,-9.33243,-2.25246,-425.834,-5097.9
-5,143,-9.55248,-2.2059,-425.932,-5097.98
-4,143,-9.76861,-2.16569,-426.014,-5098.07
-3,143,-9.98054,-2.13168,-426.079,-5098.17
-2,143,-10.188,-2.10369,-426.126,-5098.28
-1,143,-10.3907,-2.08149,-426.156,-5098.39
0,143,-10.5883,-2.06484,-426.167,-5098.51
1,143,-10.7806,-2.05347,-426.161,-5098.63
2,143,-10.9673,-2.04709,-426.136,-5098.77
3,143,-11.1481,-2.04539,-426.092,-5098.9
4,143,-11.3228,-2.04803,-426.03,-5099.05
5,143,-11.491,-2.05466,-425.95,-5099.2
6,143,-11.6525,-2.06492,-425.851,-5099.37
7,143,-11.807,-2.07844,-425.733,-5099.53
8,143,-11.9542,-2.09484,-425.597,-5099.71
9,143,-12.0939,-2.11374,-425.443,-5099.89
10,143,-12.2259,-2.13474,-425.27,-5100.08
11,143,-12.3497,-2.15745,-425.08,-5100.27
12,143,-12.4653,-2.1815,-424.872,-5100.47
13,143,-12.5722,-2.20648,-424.647,-5100.68
14,143,-12.6703,-2.23203,-424.405,-5100.89
15,143,-12.7593,-2.25779,-424.145,-5101.12
16,143,-12.839,-2.28338,-423.87,-5101.34
17,143,-12.909,-2.30847,-423.579,-5101.58
18,143,-12.9692,-2.33273,-423.272,-5101.82
19,143,-13.0193,-2.35585,-422.95,-5102.07
20,143,-13.0591,-2.37752,-422.613,-5102.32
21,143,-13.0883,-2.39748,-422.263,-5102.58
22,143,-13.1068,-2.41546,-421.899,-5102.84
23,143,-13.1143,-2.43124,-421.522,-5103.11
24,143,-13.1105,-2.44461,-421.132,-5103.39
25,143,-13.0953,-2.45537,-420.73,-5103.67
26,143,-13.0686,-2.46336,-420.317,-5103.96
27,143,-13.03,-2.46844,-419.893,-5104.25
28,143,-12.9795,-2.4705,-419.459,-5104.54
29,143,-12.9168,-2.46944,-419.015,-5104.84
30,143,-12.8418,-2.4652,-418.562,-5105.15
31,143,-12.7544,-2.45774,-418.1,-5105.46
32,143,-12.6544,-2.44704,-417.63,-5105.78
33,143,-12.5417,-2.43309,-417.153,-5106.09
34,143,-12.4162,-2.41594,-416.669,-5106.42
35,143,-12.2778,-2.39561,-416.178,-5106.74
36,143,-12.1264,-2.37219,-415.68,-5107.07
37,143,-11.9619,-2.34576,-415.178,-5107.4
38,143,-11.7845,-2.31642,-414.67,-5107.74
39,143,-11.5939,-2.28429,-414.157,-5108.08
