Phi[deg],Theta[deg],mag(GainTotal)
-43,164,0.0824278
-42,164,0.0824283
-41,164,0.082429
-40,164,0.0824298
-39,164,0.0824307
-38,164,0.0824316
-37,164,0.0824325
-36,164,0.0824336
-35,164,0.0824346
-34,164,0.0824357
-33,164,0.0824368
-32,164,0.0824379
-31,164,0.0824391
-30,164,0.0824402
-29,164,0.0824413
-28,164,0.0824424
-27,164,0.0824434
-26,164,0.0824444
-25,164,0.0824454
-24,164,0.0824463
-23,164,0.0824472
-22,164,0.082448
-21,164,0.0824488
-20,164,0.0824495
-19,164,0.0824501
-18,164,0.0824507
-17,164,0.0824511
-16,164,0.0824515
-15,164,0.0824518
-14,164,0.082452
-13,164,0.0824522
-12,164,0.0824522
-11,164,0.0824521
-10,164,0.082452
-9,164,0.0824517
-8,164,0.0824514
-7,164,0.082451
-6,164,0.0824504
-5,164,0.0824498
-4,164,0.0824491
-3,164,0.0824483
-2,164,0.0824474
-1,164,0.0824464
0,164,0.0824453
1,164,0.0824442
2,164,0.0824429
3,164,0.0824416
4,164,0.0824402
5,164,0.0824387
6,164,0.0824372
7,164,0.0824355
8,164,0.0824339
9,164,0.0824321
10,164,0.0824303
11,164,0.0824284
12,164,0.0824265
13,164,0.0824246
14,164,0.0824226
15,164,0.0824206
16,164,0.0824185
17,164,0.0824164
18,164,0.0824143
19,164,0.0824122
20,164,0.0824101
21,164,0.082408
22,164,0.0824058
23,164,0.0824037
24,164,0.0824016
25,164,0.0823995
26,164,0.0823975
27,164,0.0823955
28,164,0.0823935
29,164,0.0823916
30,164,0.0823897
31,164,0.0823879
32,164,0.0823861
33,164,0.0823844
34,164,0.0823828
35,164,0.0823813
36,164,0.0823799
37,164,0.0823786
38,164,0.0823774
39,164,0.0823763
40,164,0.0823753
41,164,0.0823745
42,164,0.0823738
43,164,0.0823732
44,164,0.0823728
45,164,0.0823726
46,164,0.0823725
47,164,0.0823726
48,164,0.0823729
49,164,0.0823733
50,164,0.082374
51,164,0.0823748
52,164,0.0823758
53,164,0.0823771
54,164,0.0823786
55,164,0.0823803
56,164,0.0823822
57,164,0.0823844
58,164,0.0823868
59,164,0.0823895
60,164,0.0823924
61,164,0.0823956
62,164,0.0823991
63,164,0.0824028
64,164,0.0824068
65,164,0.082411
66,164,0.0824156
67,164,0.0824204
68,164,0.0824256
69,164,0.082431
70,164,0.0824367
71,164,0.0824427
72,164,0.082449
73,164,0.0824557
74,164,0.0824626
75,164,0.0824698
76,164,0.0824774
77,164,0.0824852
78,164,0.0824934
79,164,0.0825019
80,164,0.0825107
81,164,0.0825198
82,164,0.0825292
83,164,0.0825389
84,164,0.0825489
85,164,0.0825592
86,164,0.0825698
87,164,0.0825807
88,164,0.082592
89,164,0.0826035
90,164,0.0826153
91,164,0.0826273
92,164,0.0826397
93,164,0.0826523
94,164,0.0826652
95,164,0.0826784
96,164,0.0826918
97,164,0.0827054
98,164,0.0827193
99,164,0.0827335
100,164,0.0827479
101,164,0.0827625
102,164,0.0827773
103,164,0.0827923
104,164,0.0828075
105,164,0.082823
106,164,0.0828386
107,164,0.0828543
108,164,0.0828703
109,164,0.0828864
110,164,0.0829026
111,164,0.082919
112,164,0.0829356
113,164,0.0829522
114,164,0.082969
115,164,0.0829858
116,164,0.0830028
117,164,0.0830198
118,164,0.0830369
119,164,0.083054
120,164,0.0830713
121,164,0.0830885
122,164,0.0831058
123,164,0.0831231
124,164,0.0831405
125,164,0.0831578
126,164,0.0831751
127,164,0.0831925
128,164,0.0832097
129,164,0.083227
130,164,0.0832442
131,164,0.0832614
132,164,0.0832785
133,164,0.0832955
134,164,0.0833124
135,164,0.0833293
136,164,0.0833461
137,164,0.0833627
138,164,0.0833792
139,164,0.0833956
140,164,0.0834119
141,164,0.0834281
142,164,0.083444
143,164,0.0834599
144,164,0.0834755
145,164,0.083491
146,164,0.0835063
147,164,0.0835214
148,164,0.0835363
149,164,0.083551
150,164,0.0835655
151,164,0.0835798
152,164,0.0835938
153,164,0.0836076
154,164,0.0836211
155,164,0.0836344
156,164,0.0836475
157,164,0.0836602
158,164,0.0836727
159,164,0.0836849
160,164,0.0836969
161,164,0.0837085
162,164,0.0837198
163,164,0.0837308
164,164,0.0837415
165,164,0.0837518
166,164,0.0837618
167,164,0.0837715
168,164,0.0837808
169,164,0.0837898
170,164,0.0837984
171,164,0.0838067
172,164,0.0838145
173,164,0.083822
174,164,0.0838291
175,164,0.0838357
176,164,0.083842
177,164,0.0838479
178,164,0.0838533
179,164,0.0838583
180,164,0.0838629
-180,165,0.0735849
-179,165,0.0735885
-178,165,0.0735917
-177,165,0.0735945
-176,165,0.0735969
-175,165,0.0735989
-174,165,0.0736004
-173,165,0.0736016
-172,165,0.0736024
-171,165,0.0736027
-170,165,0.0736026
-169,165,0.0736021
-168,165,0.0736012
-167,165,0.0735998
-166,165,0.073598
-165,165,0.0735957
-164,165,0.073593
-163,165,0.0735899
-162,165,0.0735863
-161,165,0.0735823
-160,165,0.0735778
-159,165,0.0735729
-158,165,0.0735675
-157,165,0.0735617
-156,165,0.0735554
-155,165,0.0735487
-154,165,0.0735416
-153,165,0.073534
-152,165,0.073526
-151,165,0.0735176
-150,165,0.0735087
-149,165,0.0734994
-148,165,0.0734897
-147,165,0.0734796
-146,165,0.0734691
-145,165,0.0734581
-144,165,0.0734468
-143,165,0.0734351
-142,165,0.0734231
-141,165,0.0734106
-140,165,0.0733978
-139,165,0.0733847
-138,165,0.0733712
-137,165,0.0733574
-136,165,0.0733433
-135,165,0.0733289
-134,165,0.0733142
-133,165,0.0732992
-132,165,0.073284
-131,165,0.0732685
-130,165,0.0732528
-129,165,0.0732368
-128,165,0.0732207
-127,165,0.0732044
-126,165,0.0731878
-125,165,0.0731712
-124,165,0.0731544
-123,165,0.0731374
-122,165,0.0731204
-121,165,0.0731032
-120,165,0.073086
-119,165,0.0730687
-118,165,0.0730513
-117,165,0.073034
-116,165,0.0730166
-115,165,0.0729992
-114,165,0.0729819
-113,165,0.0729646
-112,165,0.0729473
-111,165,0.0729302
-110,165,0.0729131
-109,165,0.0728961
-108,165,0.0728792
-107,165,0.0728625
-106,165,0.0728459
-105,165,0.0728295
-104,165,0.0728132
-103,165,0.0727972
-102,165,0.0727814
-101,165,0.0727658
-100,165,0.0727504
-99,165,0.0727352
-98,165,0.0727203
-97,165,0.0727057
-96,165,0.0726914
-95,165,0.0726773
-94,165,0.0726636
-93,165,0.0726501
-92,165,0.072637
-91,165,0.0726242
-90,165,0.0726117
-89,165,0.0725996
-88,165,0.0725878
-87,165,0.0725763
-86,165,0.0725652
-85,165,0.0725545
-84,165,0.0725441
-83,165,0.0725341
-82,165,0.0725244
-81,165,0.0725151
-80,165,0.0725062
-79,165,0.0724976
-78,165,0.0724894
-77,165,0.0724816
-76,165,0.0724741
-75,165,0.072467
-74,165,0.0724602
-73,165,0.0724538
-72,165,0.0724477
-71,165,0.072442
-70,165,0.0724366
-69,165,0.0724315
-68,165,0.0724268
-67,165,0.0724224
-66,165,0.0724183
-65,165,0.0724145
-64,165,0.072411
-63,165,0.0724078
-62,165,0.0724049
-61,165,0.0724022
-60,165,0.0723998
-59,165,0.0723977
-58,165,0.0723958
-57,165,0.0723942
-56,165,0.0723928
-55,165,0.0723916
-54,165,0.0723906
-53,165,0.0723898
-52,165,0.0723892
-51,165,0.0723888
-50,165,0.0723885
-49,165,0.0723884
-48,165,0.0723884
-47,165,0.0723886
-46,165,0.0723889
-45,165,0.0723893
-44,165,0.0723899
-43,165,0.0723905
-42,165,0.0723912
-41,165,0.072392
-40,165,0.0723928
-39,165,0.0723937
-38,165,0.0723947
-37,165,0.0723957
-36,165,0.0723967
-35,165,0.0723978
-34,165,0.0723989
-33,165,0.0723999
-32,165,0.072401
-31,165,0.0724021
-30,165,0.0724031
-29,165,0.0724042
-28,165,0.0724052
-27,165,0.0724061
-26,165,0.0724071
-25,165,0.0724079
-24,165,0.0724088
-23,165,0.0724095
-22,165,0.0724102
-21,165,0.0724109
-20,165,0.0724114
-19,165,0.0724119
-18,165,0.0724123
-17,165,0.0724127
-16,165,0.0724129
-15,165,0.0724131
-14,165,0.0724132
-13,165,0.0724132
-12,165,0.072413
-11,165,0.0724128
-10,165,0.0724126
-9,165,0.0724122
-8,165,0.0724117
-7,165,0.0724111
-6,165,0.0724104
-5,165,0.0724096
-4,165,0.0724088
-3,165,0.0724078
-2,165,0.0724068
-1,165,0.0724056
0,165,0.0724044
1,165,0.0724031
2,165,0.0724017
3,165,0.0724002
4,165,0.0723986
5,165,0.0723969
6,165,0.0723952
7,165,0.0723934
8,165,0.0723916
9,165,0.0723896
10,165,0.0723876
11,165,0.0723856
12,165,0.0723835
13,165,0.0723813
14,165,0.0723791
15,165,0.0723769
16,165,0.0723746
17,165,0.0723723
18,165,0.07237
19,165,0.0723677
20,165,0.0723653
21,165,0.0723629
22,165,0.0723605
23,165,0.0723582
24,165,0.0723558
25,165,0.0723534
26,165,0.0723511
27,165,0.0723488
28,165,0.0723465
29,165,0.0723442
30,165,0.072342
31,165,0.0723399
32,165,0.0723378
33,165,0.0723357
34,165,0.0723338
35,165,0.0723319
36,165,0.07233
37,165,0.0723283
38,165,0.0723267
39,165,0.0723251
40,165,0.0723237
41,165,0.0723224
42,165,0.0723212
43,165,0.0723201
44,165,0.0723192
45,165,0.0723184
46,165,0.0723177
47,165,0.0723172
48,165,0.0723169
49,165,0.0723167
50,165,0.0723167
51,165,0.0723169
52,165,0.0723173
53,165,0.0723178
54,165,0.0723185
55,165,0.0723195
56,165,0.0723206
57,165,0.072322
58,165,0.0723236
59,165,0.0723254
60,165,0.0723274
61,165,0.0723297
62,165,0.0723321
63,165,0.0723349
64,165,0.0723379
65,165,0.0723411
66,165,0.0723446
67,165,0.0723483
68,165,0.0723523
69,165,0.0723566
70,165,0.0723611
71,165,0.0723659
72,165,0.0723709
73,165,0.0723763
74,165,0.0723819
75,165,0.0723878
76,165,0.0723939
77,165,0.0724003
78,165,0.072407
79,165,0.072414
80,165,0.0724213
81,165,0.0724288
82,165,0.0724366
83,165,0.0724447
84,165,0.0724531
85,165,0.0724617
86,165,0.0724706
87,165,0.0724797
88,165,0.0724892
89,165,0.0724988
90,165,0.0725088
91,165,0.072519
92,165,0.0725294
93,165,0.0725401
94,165,0.072551
95,165,0.0725622
96,165,0.0725736
97,165,0.0725852
98,165,0.072597
99,165,0.0726091
100,165,0.0726213
101,165,0.0726338
102,165,0.0726464
103,165,0.0726593
104,165,0.0726723
105,165,0.0726855
106,165,0.0726989
107,165,0.0727124
108,165,0.072726
109,165,0.0727399
110,165,0.0727538
111,165,0.0727679
112,165,0.0727821
113,165,0.0727964
114,165,0.0728108
115,165,0.0728253
116,165,0.0728399
117,165,0.0728545
118,165,0.0728693
119,165,0.0728841
120,165,0.0728989
121,165,0.0729138
122,165,0.0729287
123,165,0.0729437
124,165,0.0729587
125,165,0.0729736
126,165,0.0729886
127,165,0.0730036
128,165,0.0730185
129,165,0.0730335
130,165,0.0730484
131,165,0.0730632
132,165,0.073078
133,165,0.0730928
134,165,0.0731074
135,165,0.073122
136,165,0.0731366
137,165,0.073151
138,165,0.0731653
139,165,0.0731796
140,165,0.0731937
141,165,0.0732077
142,165,0.0732215
143,165,0.0732353
144,165,0.0732488
145,165,0.0732623
146,165,0.0732756
147,165,0.0732887
148,165,0.0733016
149,165,0.0733144
150,165,0.073327
151,165,0.0733393
152,165,0.0733515
153,165,0.0733635
154,165,0.0733753
155,165,0.0733868
156,165,0.0733981
157,165,0.0734092
158,165,0.0734201
159,165,0.0734306
160,165,0.073441
161,165,0.0734511
162,165,0.0734609
163,165,0.0734704
164,165,0.0734797
165,165,0.0734887
166,165,0.0734974
167,165,0.0735058
168,165,0.0735139
169,165,0.0735216
170,165,0.0735291
171,165,0.0735362
172,165,0.073543
173,165,0.0735495
174,165,0.0735556
175,165,0.0735614
176,165,0.0735669
177,165,0.0735719
178,165,0.0735766
179,165,0.073581
180,165,0.0735849
-180,166,0.0639963
-179,166,0.0639994
-178,166,0.0640021
-177,166,0.0640045
-176,166,0.0640066
-175,166,0.0640084
-174,166,0.0640098
-173,166,0.0640108
-172,166,0.0640115
-171,166,0.0640118
-170,166,0.0640118
-169,166,0.0640114
-168,166,0.0640106
-167,166,0.0640095
-166,166,0.064008
-165,166,0.0640061
-164,166,0.0640038
-163,166,0.0640012
-162,166,0.0639982
-161,166,0.0639948
-160,166,0.0639911
-159,166,0.063987
-158,166,0.0639824
-157,166,0.0639776
-156,166,0.0639723
-155,166,0.0639667
-154,166,0.0639607
-153,166,0.0639544
-152,166,0.0639476
-151,166,0.0639406
-150,166,0.0639331
-149,166,0.0639254
-148,166,0.0639172
-147,166,0.0639087
-146,166,0.0638999
-145,166,0.0638908
-144,166,0.0638813
-143,166,0.0638715
-142,166,0.0638615
-141,166,0.0638511
-140,166,0.0638404
-139,166,0.0638294
-138,166,0.0638181
-137,166,0.0638066
-136,166,0.0637948
-135,166,0.0637828
-134,166,0.0637706
-133,166,0.0637581
-132,166,0.0637454
-131,166,0.0637325
-130,166,0.0637194
-129,166,0.0637061
-128,166,0.0636927
-127,166,0.0636791
-126,166,0.0636653
-125,166,0.0636515
-124,166,0.0636375
-123,166,0.0636234
-122,166,0.0636093
-121,166,0.063595
-120,166,0.0635807
-119,166,0.0635664
-118,166,0.063552
-117,166,0.0635376
-116,166,0.0635232
-115,166,0.0635088
-114,166,0.0634944
-113,166,0.0634801
-112,166,0.0634658
-111,166,0.0634516
-110,166,0.0634375
-109,166,0.0634234
-108,166,0.0634095
-107,166,0.0633957
-106,166,0.063382
-105,166,0.0633684
-104,166,0.0633551
-103,166,0.0633418
-102,166,0.0633288
-101,166,0.0633159
-100,166,0.0633032
-99,166,0.0632908
-98,166,0.0632785
-97,166,0.0632665
-96,166,0.0632547
-95,166,0.0632432
-94,166,0.0632319
-93,166,0.0632209
-92,166,0.0632101
-91,166,0.0631997
-90,166,0.0631894
-89,166,0.0631795
-88,166,0.0631699
-87,166,0.0631605
-86,166,0.0631515
-85,166,0.0631427
-84,166,0.0631343
-83,166,0.0631261
-82,166,0.0631183
-81,166,0.0631108
-80,166,0.0631035
-79,166,0.0630966
-78,166,0.06309
-77,166,0.0630837
-76,166,0.0630777
-75,166,0.063072
-74,166,0.0630665
-73,166,0.0630614
-72,166,0.0630566
-71,166,0.0630521
-70,166,0.0630478
-69,166,0.0630438
-68,166,0.0630401
-67,166,0.0630367
-66,166,0.0630335
-65,166,0.0630306
-64,166,0.0630279
-63,166,0.0630255
-62,166,0.0630233
-61,166,0.0630213
-60,166,0.0630196
-59,166,0.063018
-58,166,0.0630167
-57,166,0.0630156
-56,166,0.0630146
-55,166,0.0630139
-54,166,0.0630133
-53,166,0.0630129
-52,166,0.0630126
-51,166,0.0630124
-50,166,0.0630124
-49,166,0.0630126
-48,166,0.0630128
-47,166,0.0630132
-46,166,0.0630136
-45,166,0.0630142
-44,166,0.0630148
-43,166,0.0630155
-42,166,0.0630163
-41,166,0.0630172
-40,166,0.063018
-39,166,0.063019
-38,166,0.0630199
-37,166,0.0630209
-36,166,0.0630219
-35,166,0.0630229
-34,166,0.0630239
-33,166,0.063025
-32,166,0.063026
-31,166,0.0630269
-30,166,0.0630279
-29,166,0.0630289
-28,166,0.0630298
-27,166,0.0630306
-26,166,0.0630314
-25,166,0.0630322
-24,166,0.0630329
-23,166,0.0630336
-22,166,0.0630341
-21,166,0.0630347
-20,166,0.0630351
-19,166,0.0630355
-18,166,0.0630358
-17,166,0.063036
-16,166,0.0630361
-15,166,0.0630362
-14,166,0.0630361
-13,166,0.063036
-12,166,0.0630358
-11,166,0.0630354
-10,166,0.063035
-9,166,0.0630345
-8,166,0.0630339
-7,166,0.0630332
-6,166,0.0630324
-5,166,0.0630316
-4,166,0.0630306
-3,166,0.0630295
-2,166,0.0630284
-1,166,0.0630271
0,166,0.0630258
1,166,0.0630244
2,166,0.0630229
3,166,0.0630213
4,166,0.0630196
5,166,0.0630178
6,166,0.063016
7,166,0.0630141
8,166,0.0630122
9,166,0.0630101
10,166,0.063008
11,166,0.0630059
12,166,0.0630037
13,166,0.0630014
14,166,0.0629991
15,166,0.0629967
16,166,0.0629943
17,166,0.0629919
18,166,0.0629895
19,166,0.062987
20,166,0.0629845
21,166,0.062982
22,166,0.0629794
23,166,0.0629769
24,166,0.0629744
25,166,0.0629718
26,166,0.0629693
27,166,0.0629668
28,166,0.0629643
29,166,0.0629619
30,166,0.0629595
31,166,0.0629571
32,166,0.0629548
33,166,0.0629525
34,166,0.0629503
35,166,0.0629481
36,166,0.062946
37,166,0.062944
38,166,0.062942
39,166,0.0629402
40,166,0.0629384
41,166,0.0629367
42,166,0.0629352
43,166,0.0629337
44,166,0.0629324
45,166,0.0629312
46,166,0.0629301
47,166,0.0629291
48,166,0.0629283
49,166,0.0629277
50,166,0.0629271
51,166,0.0629268
52,166,0.0629266
53,166,0.0629265
54,166,0.0629267
55,166,0.062927
56,166,0.0629275
57,166,0.0629282
58,166,0.0629291
59,166,0.0629301
60,166,0.0629314
61,166,0.0629329
62,166,0.0629346
63,166,0.0629365
64,166,0.0629386
65,166,0.0629409
66,166,0.0629435
67,166,0.0629463
68,166,0.0629493
69,166,0.0629525
70,166,0.062956
71,166,0.0629597
72,166,0.0629637
73,166,0.0629678
74,166,0.0629723
75,166,0.062977
76,166,0.0629819
77,166,0.062987
78,166,0.0629924
79,166,0.0629981
80,166,0.063004
81,166,0.0630101
82,166,0.0630165
83,166,0.0630231
84,166,0.06303
85,166,0.0630371
86,166,0.0630445
87,166,0.063052
88,166,0.0630598
89,166,0.0630679
90,166,0.0630761
91,166,0.0630846
92,166,0.0630933
93,166,0.0631023
94,166,0.0631114
95,166,0.0631208
96,166,0.0631303
97,166,0.0631401
98,166,0.06315
99,166,0.0631602
100,166,0.0631705
101,166,0.063181
102,166,0.0631917
103,166,0.0632025
104,166,0.0632135
105,166,0.0632247
106,166,0.063236
107,166,0.0632475
108,166,0.0632591
109,166,0.0632708
110,166,0.0632826
111,166,0.0632946
112,166,0.0633067
113,166,0.0633189
114,166,0.0633311
115,166,0.0633435
116,166,0.0633559
117,166,0.0633684
118,166,0.063381
119,166,0.0633936
120,166,0.0634063
121,166,0.063419
122,166,0.0634318
123,166,0.0634446
124,166,0.0634574
125,166,0.0634702
126,166,0.0634831
127,166,0.0634959
128,166,0.0635087
129,166,0.0635215
130,166,0.0635343
131,166,0.063547
132,166,0.0635597
133,166,0.0635724
134,166,0.063585
135,166,0.0635975
136,166,0.06361
137,166,0.0636224
138,166,0.0636348
139,166,0.063647
140,166,0.0636591
141,166,0.0636712
142,166,0.0636831
143,166,0.0636949
144,166,0.0637066
145,166,0.0637182
146,166,0.0637296
147,166,0.0637409
148,166,0.0637521
149,166,0.0637631
150,166,0.0637739
151,166,0.0637846
152,166,0.0637951
153,166,0.0638054
154,166,0.0638155
155,166,0.0638255
156,166,0.0638352
157,166,0.0638448
158,166,0.0638542
159,166,0.0638633
160,166,0.0638722
161,166,0.0638809
162,166,0.0638894
163,166,0.0638976
164,166,0.0639056
165,166,0.0639133
166,166,0.0639208
167,166,0.0639281
168,166,0.063935
169,166,0.0639417
170,166,0.0639482
171,166,0.0639543
172,166,0.0639602
173,166,0.0639658
174,166,0.063971
175,166,0.063976
176,166,0.0639807
177,166,0.0639851
178,166,0.0639891
179,166,0.0639929
180,166,0.0639963
-180,167,0.0550931
-179,167,0.0550958
-178,167,0.0550982
-177,167,0.0551003
-176,167,0.0551021
-175,167,0.0551036
-174,167,0.0551048
-173,167,0.0551057
-172,167,0.0551064
-171,167,0.0551067
-170,167,0.0551067
-169,167,0.0551065
-168,167,0.0551059
-167,167,0.055105
-166,167,0.0551038
-165,167,0.0551022
-164,167,0.0551004
-163,167,0.0550983
-162,167,0.0550958
-161,167,0.055093
-160,167,0.0550899
-159,167,0.0550865
-158,167,0.0550828
-157,167,0.0550788
-156,167,0.0550745
-155,167,0.0550698
-154,167,0.0550649
-153,167,0.0550596
-152,167,0.0550541
-151,167,0.0550483
-150,167,0.0550421
-149,167,0.0550357
-148,167,0.055029
-147,167,0.055022
-146,167,0.0550147
-145,167,0.0550072
-144,167,0.0549993
-143,167,0.0549913
-142,167,0.054983
-141,167,0.0549744
-140,167,0.0549656
-139,167,0.0549565
-138,167,0.0549473
-137,167,0.0549378
-136,167,0.0549281
-135,167,0.0549182
-134,167,0.0549081
-133,167,0.0548978
-132,167,0.0548874
-131,167,0.0548768
-130,167,0.054866
-129,167,0.0548551
-128,167,0.0548441
-127,167,0.0548329
-126,167,0.0548217
-125,167,0.0548103
-124,167,0.0547989
-123,167,0.0547873
-122,167,0.0547757
-121,167,0.054764
-120,167,0.0547523
-119,167,0.0547406
-118,167,0.0547288
-117,167,0.0547171
-116,167,0.0547053
-115,167,0.0546935
-114,167,0.0546818
-113,167,0.0546701
-112,167,0.0546585
-111,167,0.0546469
-110,167,0.0546353
-109,167,0.0546239
-108,167,0.0546125
-107,167,0.0546013
-106,167,0.0545901
-105,167,0.0545791
-104,167,0.0545682
-103,167,0.0545575
-102,167,0.0545469
-101,167,0.0545364
-100,167,0.0545261
-99,167,0.054516
-98,167,0.0545061
-97,167,0.0544964
-96,167,0.0544868
-95,167,0.0544775
-94,167,0.0544684
-93,167,0.0544595
-92,167,0.0544508
-91,167,0.0544423
-90,167,0.0544341
-89,167,0.0544261
-88,167,0.0544184
-87,167,0.0544109
-86,167,0.0544036
-85,167,0.0543966
-84,167,0.0543898
-83,167,0.0543833
-82,167,0.0543771
-81,167,0.0543711
-80,167,0.0543653
-79,167,0.0543598
-78,167,0.0543546
-77,167,0.0543496
-76,167,0.0543448
-75,167,0.0543403
-74,167,0.0543361
-73,167,0.0543321
-72,167,0.0543283
-71,167,0.0543248
-70,167,0.0543215
-69,167,0.0543184
-68,167,0.0543156
-67,167,0.054313
-66,167,0.0543106
-65,167,0.0543084
-64,167,0.0543064
-63,167,0.0543046
-62,167,0.054303
-61,167,0.0543016
-60,167,0.0543004
-59,167,0.0542993
-58,167,0.0542984
-57,167,0.0542977
-56,167,0.0542971
-55,167,0.0542967
-54,167,0.0542964
-53,167,0.0542962
-52,167,0.0542962
-51,167,0.0542963
-50,167,0.0542965
-49,167,0.0542968
-48,167,0.0542972
-47,167,0.0542976
-46,167,0.0542982
-45,167,0.0542988
-44,167,0.0542995
-43,167,0.0543002
-42,167,0.054301
-41,167,0.0543019
-40,167,0.0543027
-39,167,0.0543036
-38,167,0.0543046
-37,167,0.0543055
-36,167,0.0543064
-35,167,0.0543074
-34,167,0.0543083
-33,167,0.0543092
-32,167,0.0543101
-31,167,0.054311
-30,167,0.0543119
-29,167,0.0543127
-28,167,0.0543135
-27,167,0.0543143
-26,167,0.054315
-25,167,0.0543156
-24,167,0.0543162
-23,167,0.0543167
-22,167,0.0543172
-21,167,0.0543176
-20,167,0.0543179
-19,167,0.0543182
-18,167,0.0543184
-17,167,0.0543185
-16,167,0.0543185
-15,167,0.0543184
-14,167,0.0543183
-13,167,0.054318
-12,167,0.0543177
-11,167,0.0543173
-10,167,0.0543168
-9,167,0.0543162
-8,167,0.0543155
-7,167,0.0543148
-6,167,0.0543139
-5,167,0.054313
-4,167,0.0543119
-3,167,0.0543108
-2,167,0.0543096
-1,167,0.0543083
0,167,0.0543069
1,167,0.0543054
2,167,0.0543039
3,167,0.0543022
4,167,0.0543005
5,167,0.0542987
6,167,0.0542969
7,167,0.0542949
8,167,0.0542929
9,167,0.0542909
10,167,0.0542887
11,167,0.0542865
12,167,0.0542843
13,167,0.054282
14,167,0.0542797
15,167,0.0542773
16,167,0.0542748
17,167,0.0542724
18,167,0.0542699
19,167,0.0542674
20,167,0.0542648
21,167,0.0542622
22,167,0.0542597
23,167,0.0542571
24,167,0.0542545
25,167,0.0542519
26,167,0.0542493
27,167,0.0542467
28,167,0.0542441
29,167,0.0542416
30,167,0.0542391
31,167,0.0542366
32,167,0.0542341
33,167,0.0542317
34,167,0.0542293
35,167,0.054227
36,167,0.0542247
37,167,0.0542225
38,167,0.0542204
39,167,0.0542183
40,167,0.0542164
41,167,0.0542145
42,167,0.0542127
43,167,0.0542109
44,167,0.0542093
45,167,0.0542078
46,167,0.0542064
47,167,0.0542051
48,167,0.054204
49,167,0.0542029
50,167,0.054202
51,167,0.0542013
52,167,0.0542006
53,167,0.0542001
54,167,0.0541998
55,167,0.0541996
56,167,0.0541996
57,167,0.0541997
58,167,0.0542
59,167,0.0542005
60,167,0.0542012
61,167,0.054202
62,167,0.054203
63,167,0.0542042
64,167,0.0542056
65,167,0.0542072
66,167,0.054209
67,167,0.0542109
68,167,0.0542131
69,167,0.0542155
70,167,0.0542181
71,167,0.0542209
72,167,0.0542239
73,167,0.0542271
74,167,0.0542305
75,167,0.0542341
76,167,0.0542379
77,167,0.054242
78,167,0.0542463
79,167,0.0542507
80,167,0.0542554
81,167,0.0542603
82,167,0.0542655
83,167,0.0542708
84,167,0.0542763
85,167,0.0542821
86,167,0.0542881
87,167,0.0542942
88,167,0.0543006
89,167,0.0543072
90,167,0.0543139
91,167,0.0543209
92,167,0.0543281
93,167,0.0543354
94,167,0.054343
95,167,0.0543507
96,167,0.0543586
97,167,0.0543667
98,167,0.054375
99,167,0.0543834
100,167,0.054392
101,167,0.0544007
102,167,0.0544096
103,167,0.0544187
104,167,0.0544279
105,167,0.0544372
106,167,0.0544467
107,167,0.0544563
108,167,0.054466
109,167,0.0544758
110,167,0.0544858
111,167,0.0544958
112,167,0.054506
113,167,0.0545162
114,167,0.0545266
115,167,0.054537
116,167,0.0545475
117,167,0.054558
118,167,0.0545686
119,167,0.0545793
120,167,0.05459
121,167,0.0546008
122,167,0.0546116
123,167,0.0546224
124,167,0.0546333
125,167,0.0546441
126,167,0.054655
127,167,0.0546659
128,167,0.0546768
129,167,0.0546876
130,167,0.0546985
131,167,0.0547093
132,167,0.0547201
133,167,0.0547309
134,167,0.0547416
135,167,0.0547523
136,167,0.0547629
137,167,0.0547735
138,167,0.054784
139,167,0.0547944
140,167,0.0548047
141,167,0.054815
142,167,0.0548252
143,167,0.0548353
144,167,0.0548453
145,167,0.0548551
146,167,0.0548649
147,167,0.0548745
148,167,0.0548841
149,167,0.0548935
150,167,0.0549027
151,167,0.0549118
152,167,0.0549208
153,167,0.0549296
154,167,0.0549383
155,167,0.0549468
156,167,0.0549552
157,167,0.0549633
158,167,0.0549713
159,167,0.0549792
160,167,0.0549868
161,167,0.0549942
162,167,0.0550015
163,167,0.0550085
164,167,0.0550154
165,167,0.055022
166,167,0.0550284
167,167,0.0550346
168,167,0.0550406
169,167,0.0550463
170,167,0.0550518
171,167,0.0550571
172,167,0.0550621
173,167,0.0550669
174,167,0.0550714
175,167,0.0550757
176,167,0.0550797
177,167,0.0550835
178,167,0.055087
179,167,0.0550902
180,167,0.0550931
-180,168,0.0468714
-179,168,0.0468737
-178,168,0.0468758
-177,168,0.0468776
-176,168,0.0468792
-175,168,0.0468805
-174,168,0.0468816
-173,168,0.0468825
-172,168,0.0468831
-171,168,0.0468834
-170,168,0.0468835
-169,168,0.0468833
-168,168,0.0468829
-167,168,0.0468822
-166,168,0.0468813
-165,168,0.0468801
-164,168,0.0468787
-163,168,0.046877
-162,168,0.046875
-161,168,0.0468728
-160,168,0.0468703
-159,168,0.0468676
-158,168,0.0468646
-157,168,0.0468613
-156,168,0.0468578
-155,168,0.0468541
-154,168,0.0468501
-153,168,0.0468458
-152,168,0.0468413
-151,168,0.0468366
-150,168,0.0468316
-149,168,0.0468264
-148,168,0.0468209
-147,168,0.0468152
-146,168,0.0468093
-145,168,0.0468032
-144,168,0.0467969
-143,168,0.0467903
-142,168,0.0467836
-141,168,0.0467766
-140,168,0.0467695
