Phi[deg],Theta[deg],mag(GainTotal)
-165,29,0.265155
-164,29,0.265183
-163,29,0.265213
-162,29,0.265244
-161,29,0.265276
-160,29,0.26531
-159,29,0.265344
-158,29,0.26538
-157,29,0.265416
-156,29,0.265453
-155,29,0.265492
-154,29,0.265531
-153,29,0.265571
-152,29,0.265612
-151,29,0.265653
-150,29,0.265696
-149,29,0.265738
-148,29,0.265782
-147,29,0.265826
-146,29,0.26587
-145,29,0.265915
-144,29,0.265961
-143,29,0.266007
-142,29,0.266053
-141,29,0.2661
-140,29,0.266146
-139,29,0.266194
-138,29,0.266241
-137,29,0.266289
-136,29,0.266336
-135,29,0.266384
-134,29,0.266432
-133,29,0.266481
-132,29,0.266529
-131,29,0.266577
-130,29,0.266626
-129,29,0.266674
-128,29,0.266723
-127,29,0.266772
-126,29,0.26682
-125,29,0.266869
-124,29,0.266917
-123,29,0.266966
-122,29,0.267015
-121,29,0.267063
-120,29,0.267112
-119,29,0.267161
-118,29,0.26721
-117,29,0.267258
-116,29,0.267307
-115,29,0.267356
-114,29,0.267405
-113,29,0.267454
-112,29,0.267503
-111,29,0.267552
-110,29,0.267601
-109,29,0.26765
-108,29,0.2677
-107,29,0.267749
-106,29,0.267799
-105,29,0.267849
-104,29,0.267899
-103,29,0.26795
-102,29,0.268
-101,29,0.268051
-100,29,0.268102
-99,29,0.268154
-98,29,0.268206
-97,29,0.268258
-96,29,0.268311
-95,29,0.268364
-94,29,0.268417
-93,29,0.268471
-92,29,0.268525
-91,29,0.26858
-90,29,0.268635
-89,29,0.268691
-88,29,0.268747
-87,29,0.268803
-86,29,0.268861
-85,29,0.268918
-84,29,0.268977
-83,29,0.269035
-82,29,0.269095
-81,29,0.269155
-80,29,0.269215
-79,29,0.269276
-78,29,0.269338
-77,29,0.2694
-76,29,0.269463
-75,29,0.269526
-74,29,0.26959
-73,29,0.269654
-72,29,0.269719
-71,29,0.269785
-70,29,0.269851
-69,29,0.269917
-68,29,0.269984
-67,29,0.270052
-66,29,0.27012
-65,29,0.270189
-64,29,0.270258
-63,29,0.270327
-62,29,0.270397
-61,29,0.270467
-60,29,0.270538
-59,29,0.270609
-58,29,0.270681
-57,29,0.270753
-56,29,0.270825
-55,29,0.270897
-54,29,0.27097
-53,29,0.271043
-52,29,0.271116
-51,29,0.27119
-50,29,0.271263
-49,29,0.271337
-48,29,0.271411
-47,29,0.271485
-46,29,0.271559
-45,29,0.271634
-44,29,0.271708
-43,29,0.271783
-42,29,0.271857
-41,29,0.271932
-40,29,0.272006
-39,29,0.272081
-38,29,0.272155
-37,29,0.272229
-36,29,0.272304
-35,29,0.272378
-34,29,0.272452
-33,29,0.272526
-32,29,0.272599
-31,29,0.272673
-30,29,0.272746
-29,29,0.272819
-28,29,0.272891
-27,29,0.272963
-26,29,0.273035
-25,29,0.273107
-24,29,0.273178
-23,29,0.273249
-22,29,0.273319
-21,29,0.273389
-20,29,0.273458
-19,29,0.273527
-18,29,0.273595
-17,29,0.273663
-16,29,0.273729
-15,29,0.273796
-14,29,0.273861
-13,29,0.273926
-12,29,0.273989
-11,29,0.274052
-10,29,0.274114
-9,29,0.274175
-8,29,0.274235
-7,29,0.274294
-6,29,0.274352
-5,29,0.274409
-4,29,0.274464
-3,29,0.274519
-2,29,0.274571
-1,29,0.274623
0,29,0.274673
1,29,0.274722
2,29,0.274769
3,29,0.274814
4,29,0.274858
5,29,0.2749
6,29,0.27494
7,29,0.274978
8,29,0.275015
9,29,0.275049
10,29,0.275082
11,29,0.275112
12,29,0.27514
13,29,0.275166
14,29,0.27519
15,29,0.275212
16,29,0.275231
17,29,0.275248
18,29,0.275262
19,29,0.275274
20,29,0.275283
21,29,0.27529
22,29,0.275294
23,29,0.275295
24,29,0.275294
25,29,0.27529
26,29,0.275283
27,29,0.275273
28,29,0.275261
29,29,0.275245
30,29,0.275227
31,29,0.275207
32,29,0.275183
33,29,0.275156
34,29,0.275127
35,29,0.275095
36,29,0.275059
37,29,0.275021
38,29,0.274981
39,29,0.274937
40,29,0.274891
41,29,0.274842
42,29,0.27479
43,29,0.274736
44,29,0.274679
45,29,0.274619
46,29,0.274557
47,29,0.274492
48,29,0.274425
49,29,0.274356
50,29,0.274284
51,29,0.27421
52,29,0.274133
53,29,0.274055
54,29,0.273975
55,29,0.273892
56,29,0.273808
57,29,0.273722
58,29,0.273634
59,29,0.273544
60,29,0.273453
61,29,0.27336
62,29,0.273266
63,29,0.273171
64,29,0.273074
65,29,0.272976
66,29,0.272877
67,29,0.272777
68,29,0.272677
69,29,0.272575
70,29,0.272472
71,29,0.272369
72,29,0.272266
73,29,0.272161
74,29,0.272057
75,29,0.271951
76,29,0.271846
77,29,0.27174
78,29,0.271635
79,29,0.271529
80,29,0.271423
81,29,0.271317
82,29,0.271212
83,29,0.271106
84,29,0.271001
85,29,0.270896
86,29,0.270791
87,29,0.270686
88,29,0.270582
89,29,0.270479
90,29,0.270376
91,29,0.270273
92,29,0.270171
93,29,0.27007
94,29,0.269969
95,29,0.269869
96,29,0.269769
97,29,0.26967
98,29,0.269572
99,29,0.269475
100,29,0.269378
101,29,0.269282
102,29,0.269187
103,29,0.269092
104,29,0.268998
105,29,0.268905
106,29,0.268813
107,29,0.268721
108,29,0.26863
109,29,0.268541
110,29,0.268451
111,29,0.268363
112,29,0.268275
113,29,0.268188
114,29,0.268102
115,29,0.268017
116,29,0.267932
117,29,0.267849
118,29,0.267766
119,29,0.267683
120,29,0.267602
121,29,0.267521
122,29,0.267442
123,29,0.267363
124,29,0.267284
125,29,0.267207
126,29,0.267131
127,29,0.267055
128,29,0.26698
129,29,0.266906
130,29,0.266833
131,29,0.266761
132,29,0.26669
133,29,0.26662
134,29,0.266551
135,29,0.266483
136,29,0.266416
137,29,0.26635
138,29,0.266285
139,29,0.266221
140,29,0.266158
141,29,0.266096
142,29,0.266036
143,29,0.265977
144,29,0.265919
145,29,0.265862
146,29,0.265807
147,29,0.265753
148,29,0.265701
149,29,0.26565
150,29,0.2656
151,29,0.265552
152,29,0.265505
153,29,0.26546
154,29,0.265416
155,29,0.265375
156,29,0.265334
157,29,0.265296
158,29,0.265259
159,29,0.265223
160,29,0.26519
161,29,0.265158
162,29,0.265128
163,29,0.2651
164,29,0.265074
165,29,0.265049
166,29,0.265026
167,29,0.265006
168,29,0.264987
169,29,0.264969
170,29,0.264954
171,29,0.264941
172,29,0.264929
173,29,0.26492
174,29,0.264912
175,29,0.264906
176,29,0.264902
177,29,0.2649
178,29,0.2649
179,29,0.264901
180,29,0.264905
-180,30,0.283855
-179,30,0.283863
-178,30,0.283873
-177,30,0.283885
-176,30,0.283899
-175,30,0.283915
-174,30,0.283933
-173,30,0.283952
-172,30,0.283973
-171,30,0.283996
-170,30,0.28402
-169,30,0.284046
-168,30,0.284074
-167,30,0.284103
-166,30,0.284134
-165,30,0.284166
-164,30,0.2842
-163,30,0.284235
-162,30,0.284271
-161,30,0.284308
-160,30,0.284347
-159,30,0.284387
-158,30,0.284428
-157,30,0.28447
-156,30,0.284513
-155,30,0.284556
-154,30,0.284601
-153,30,0.284647
-152,30,0.284693
-151,30,0.28474
-150,30,0.284788
-149,30,0.284837
-148,30,0.284886
-147,30,0.284935
-146,30,0.284985
-145,30,0.285036
-144,30,0.285087
-143,30,0.285138
-142,30,0.28519
-141,30,0.285242
-140,30,0.285295
-139,30,0.285347
-138,30,0.2854
-137,30,0.285453
-136,30,0.285506
-135,30,0.285559
-134,30,0.285612
-133,30,0.285665
-132,30,0.285719
-131,30,0.285772
-130,30,0.285825
-129,30,0.285878
-128,30,0.285932
-127,30,0.285985
-126,30,0.286038
-125,30,0.286091
-124,30,0.286144
-123,30,0.286197
-122,30,0.28625
-121,30,0.286303
-120,30,0.286355
-119,30,0.286408
-118,30,0.286461
-117,30,0.286513
-116,30,0.286566
-115,30,0.286618
-114,30,0.286671
-113,30,0.286723
-112,30,0.286776
-111,30,0.286828
-110,30,0.28688
-109,30,0.286933
-108,30,0.286986
-107,30,0.287038
-106,30,0.287091
-105,30,0.287144
-104,30,0.287197
-103,30,0.287251
-102,30,0.287304
-101,30,0.287358
-100,30,0.287412
-99,30,0.287466
-98,30,0.287521
-97,30,0.287576
-96,30,0.287631
-95,30,0.287687
-94,30,0.287743
-93,30,0.287799
-92,30,0.287856
-91,30,0.287913
-90,30,0.287971
-89,30,0.288029
-88,30,0.288088
-87,30,0.288147
-86,30,0.288207
-85,30,0.288267
-84,30,0.288328
-83,30,0.288389
-82,30,0.288451
-81,30,0.288514
-80,30,0.288577
-79,30,0.28864
-78,30,0.288705
-77,30,0.28877
-76,30,0.288835
-75,30,0.288901
-74,30,0.288968
-73,30,0.289035
-72,30,0.289103
-71,30,0.289171
-70,30,0.28924
-69,30,0.28931
-68,30,0.28938
-67,30,0.28945
-66,30,0.289522
-65,30,0.289593
-64,30,0.289665
-63,30,0.289738
-62,30,0.289811
-61,30,0.289885
-60,30,0.289959
-59,30,0.290033
-58,30,0.290108
-57,30,0.290183
-56,30,0.290258
-55,30,0.290334
-54,30,0.29041
-53,30,0.290487
-52,30,0.290563
-51,30,0.29064
-50,30,0.290717
-49,30,0.290795
-48,30,0.290872
-47,30,0.29095
-46,30,0.291028
-45,30,0.291106
-44,30,0.291184
-43,30,0.291262
-42,30,0.29134
-41,30,0.291418
-40,30,0.291496
-39,30,0.291574
-38,30,0.291653
-37,30,0.291731
-36,30,0.291808
-35,30,0.291886
-34,30,0.291964
-33,30,0.292042
-32,30,0.292119
-31,30,0.292196
-30,30,0.292273
-29,30,0.29235
-28,30,0.292426
-27,30,0.292502
-26,30,0.292578
-25,30,0.292653
-24,30,0.292728
-23,30,0.292802
-22,30,0.292876
-21,30,0.29295
-20,30,0.293023
-19,30,0.293095
-18,30,0.293167
-17,30,0.293238
-16,30,0.293309
-15,30,0.293378
-14,30,0.293447
-13,30,0.293516
-12,30,0.293583
-11,30,0.293649
-10,30,0.293715
-9,30,0.293779
-8,30,0.293842
-7,30,0.293905
-6,30,0.293966
-5,30,0.294026
-4,30,0.294084
-3,30,0.294141
-2,30,0.294197
-1,30,0.294252
0,30,0.294305
1,30,0.294356
2,30,0.294405
3,30,0.294453
4,30,0.2945
5,30,0.294544
6,30,0.294586
7,30,0.294627
8,30,0.294665
9,30,0.294701
10,30,0.294735
11,30,0.294767
12,30,0.294797
13,30,0.294824
14,30,0.294849
15,30,0.294871
16,30,0.294891
17,30,0.294908
18,30,0.294923
19,30,0.294935
20,30,0.294944
21,30,0.29495
22,30,0.294954
23,30,0.294954
24,30,0.294952
25,30,0.294947
26,30,0.294939
27,30,0.294928
28,30,0.294913
29,30,0.294896
30,30,0.294876
31,30,0.294853
32,30,0.294826
33,30,0.294797
34,30,0.294764
35,30,0.294729
36,30,0.29469
37,30,0.294648
38,30,0.294603
39,30,0.294556
40,30,0.294505
41,30,0.294451
42,30,0.294395
43,30,0.294335
44,30,0.294273
45,30,0.294208
46,30,0.29414
47,30,0.29407
48,30,0.293996
49,30,0.293921
50,30,0.293843
51,30,0.293762
52,30,0.293679
53,30,0.293594
54,30,0.293507
55,30,0.293417
56,30,0.293326
57,30,0.293232
58,30,0.293137
59,30,0.29304
60,30,0.292941
61,30,0.29284
62,30,0.292738
63,30,0.292635
64,30,0.29253
65,30,0.292424
66,30,0.292317
67,30,0.292209
68,30,0.2921
69,30,0.29199
70,30,0.29188
71,30,0.291768
72,30,0.291656
73,30,0.291544
74,30,0.291431
75,30,0.291317
76,30,0.291204
77,30,0.29109
78,30,0.290976
79,30,0.290862
80,30,0.290748
81,30,0.290634
82,30,0.290521
83,30,0.290407
84,30,0.290294
85,30,0.290181
86,30,0.290068
87,30,0.289956
88,30,0.289845
89,30,0.289734
90,30,0.289623
91,30,0.289513
92,30,0.289404
93,30,0.289295
94,30,0.289187
95,30,0.28908
96,30,0.288973
97,30,0.288867
98,30,0.288762
99,30,0.288658
100,30,0.288554
101,30,0.288452
102,30,0.28835
103,30,0.288249
104,30,0.288148
105,30,0.288049
106,30,0.28795
107,30,0.287853
108,30,0.287756
109,30,0.28766
110,30,0.287565
111,30,0.28747
112,30,0.287377
113,30,0.287284
114,30,0.287192
115,30,0.287101
116,30,0.287011
117,30,0.286922
118,30,0.286833
119,30,0.286746
120,30,0.286659
121,30,0.286573
122,30,0.286488
123,30,0.286404
124,30,0.286321
125,30,0.286239
126,30,0.286157
127,30,0.286077
128,30,0.285998
129,30,0.285919
130,30,0.285842
131,30,0.285765
132,30,0.285689
133,30,0.285615
134,30,0.285542
135,30,0.285469
136,30,0.285398
137,30,0.285328
138,30,0.285259
139,30,0.285192
140,30,0.285125
141,30,0.28506
142,30,0.284997
143,30,0.284934
144,30,0.284873
145,30,0.284814
146,30,0.284755
147,30,0.284699
148,30,0.284644
149,30,0.28459
150,30,0.284538
151,30,0.284488
152,30,0.284439
153,30,0.284392
154,30,0.284347
155,30,0.284304
156,30,0.284262
157,30,0.284222
158,30,0.284184
159,30,0.284148
160,30,0.284114
161,30,0.284082
162,30,0.284052
163,30,0.284024
164,30,0.283997
165,30,0.283973
166,30,0.283951
167,30,0.283931
168,30,0.283912
169,30,0.283896
170,30,0.283882
171,30,0.28387
172,30,0.28386
173,30,0.283853
174,30,0.283847
175,30,0.283843
176,30,0.283841
177,30,0.283842
178,30,0.283844
179,30,0.283848
180,30,0.283855
-180,31,0.303455
-179,31,0.303467
-178,31,0.303481
-177,31,0.303496
-176,31,0.303514
-175,31,0.303534
-174,31,0.303556
-173,31,0.303579
-172,31,0.303605
-171,31,0.303632
-170,31,0.303661
-169,31,0.303692
-168,31,0.303725
-167,31,0.303759
-166,31,0.303795
-165,31,0.303833
-164,31,0.303871
-163,31,0.303912
-162,31,0.303953
-161,31,0.303996
-160,31,0.304041
-159,31,0.304086
-158,31,0.304133
-157,31,0.304181
-156,31,0.304229
-155,31,0.304279
-154,31,0.30433
-153,31,0.304381
-152,31,0.304434
-151,31,0.304487
-150,31,0.304541
-149,31,0.304595
-148,31,0.30465
-147,31,0.304706
-146,31,0.304762
-145,31,0.304818
-144,31,0.304875
-143,31,0.304932
-142,31,0.30499
-141,31,0.305048
-140,31,0.305106
-139,31,0.305164
-138,31,0.305222
-137,31,0.305281
-136,31,0.305339
-135,31,0.305398
-134,31,0.305456
-133,31,0.305515
-132,31,0.305574
-131,31,0.305632
-130,31,0.30569
-129,31,0.305749
-128,31,0.305807
-127,31,0.305865
-126,31,0.305923
-125,31,0.305981
-124,31,0.306038
-123,31,0.306096
-122,31,0.306153
-121,31,0.30621
-120,31,0.306267
-119,31,0.306324
-118,31,0.30638
-117,31,0.306437
-116,31,0.306493
-115,31,0.306549
-114,31,0.306606
-113,31,0.306662
-112,31,0.306718
-111,31,0.306774
-110,31,0.30683
-109,31,0.306885
-108,31,0.306941
-107,31,0.306997
-106,31,0.307053
-105,31,0.307109
-104,31,0.307165
-103,31,0.307222
-102,31,0.307278
-101,31,0.307335
-100,31,0.307392
-99,31,0.307449
-98,31,0.307506
-97,31,0.307564
-96,31,0.307621
-95,31,0.30768
-94,31,0.307738
-93,31,0.307797
-92,31,0.307857
-91,31,0.307917
-90,31,0.307977
-89,31,0.308038
-88,31,0.308099
-87,31,0.308161
-86,31,0.308223
-85,31,0.308286
-84,31,0.308349
-83,31,0.308413
-82,31,0.308478
-81,31,0.308543
-80,31,0.308609
-79,31,0.308675
-78,31,0.308742
-77,31,0.30881
-76,31,0.308878
-75,31,0.308947
-74,31,0.309016
-73,31,0.309086
-72,31,0.309157
-71,31,0.309228
-70,31,0.3093
-69,31,0.309373
-68,31,0.309446
-67,31,0.309519
-66,31,0.309594
-65,31,0.309668
-64,31,0.309744
-63,31,0.309819
-62,31,0.309896
-61,31,0.309972
-60,31,0.31005
-59,31,0.310127
-58,31,0.310205
-57,31,0.310284
-56,31,0.310363
-55,31,0.310442
-54,31,0.310522
-53,31,0.310601
-52,31,0.310682
-51,31,0.310762
-50,31,0.310843
-49,31,0.310924
-48,31,0.311005
-47,31,0.311086
-46,31,0.311168
-45,31,0.311249
-44,31,0.311331
-43,31,0.311413
-42,31,0.311495
-41,31,0.311577
-40,31,0.311658
-39,31,0.31174
-38,31,0.311822
-37,31,0.311904
-36,31,0.311986
-35,31,0.312067
-34,31,0.312149
-33,31,0.31223
-32,31,0.312311
-31,31,0.312392
-30,31,0.312473
-29,31,0.312554
-28,31,0.312634
-27,31,0.312714
-26,31,0.312793
-25,31,0.312872
-24,31,0.312951
-23,31,0.313029
-22,31,0.313107
-21,31,0.313185
-20,31,0.313261
-19,31,0.313338
-18,31,0.313413
-17,31,0.313488
-16,31,0.313562
-15,31,0.313636
-14,31,0.313708
-13,31,0.31378
-12,31,0.313851
-11,31,0.313921
-10,31,0.31399
-9,31,0.314058
-8,31,0.314125
-7,31,0.314191
-6,31,0.314255
-5,31,0.314318
-4,31,0.31438
-3,31,0.31444
-2,31,0.314499
-1,31,0.314557
0,31,0.314612
1,31,0.314666
2,31,0.314719
3,31,0.314769
4,31,0.314818
5,31,0.314865
6,31,0.314909
7,31,0.314952
8,31,0.314992
9,31,0.31503
10,31,0.315066
11,31,0.315099
12,31,0.31513
13,31,0.315159
14,31,0.315184
15,31,0.315208
16,31,0.315228
17,31,0.315246
18,31,0.315261
19,31,0.315273
20,31,0.315282
21,31,0.315288
22,31,0.315291
23,31,0.315291
24,31,0.315287
25,31,0.315281
26,31,0.315271
27,31,0.315259
28,31,0.315243
29,31,0.315223
30,31,0.315201
31,31,0.315175
32,31,0.315146
33,31,0.315113
34,31,0.315077
35,31,0.315038
36,31,0.314996
37,31,0.31495
38,31,0.314901
39,31,0.314849
40,31,0.314794
41,31,0.314735
42,31,0.314673
43,31,0.314609
44,31,0.314541
45,31,0.31447
46,31,0.314396
47,31,0.31432
48,31,0.31424
49,31,0.314158
50,31,0.314074
51,31,0.313986
52,31,0.313896
53,31,0.313804
54,31,0.313709
55,31,0.313613
56,31,0.313513
57,31,0.313412
58,31,0.313309
59,31,0.313204
60,31,0.313097
61,31,0.312989
62,31,0.312879
63,31,0.312767
64,31,0.312654
65,31,0.31254
66,31,0.312425
67,31,0.312308
68,31,0.312191
69,31,0.312072
70,31,0.311953
71,31,0.311833
72,31,0.311712
73,31,0.311591
74,31,0.31147
75,31,0.311348
76,31,0.311226
77,31,0.311104
78,31,0.310981
79,31,0.310859
80,31,0.310736
81,31,0.310614
82,31,0.310492
83,31,0.310371
84,31,0.310249
85,31,0.310128
86,31,0.310008
87,31,0.309888
88,31,0.309768
89,31,0.309649
90,31,0.309531
91,31,0.309413
92,31,0.309296
93,31,0.30918
94,31,0.309064
95,31,0.30895
96,31,0.308836
97,31,0.308723
98,31,0.308611
99,31,0.308499
100,31,0.308389
101,31,0.308279
102,31,0.308171
103,31,0.308063
104,31,0.307956
105,31,0.30785
106,31,0.307745
107,31,0.307641
108,31,0.307538
109,31,0.307435
110,31,0.307334
111,31,0.307234
112,31,0.307134
113,31,0.307035
114,31,0.306938
115,31,0.306841
116,31,0.306745
117,31,0.30665
118,31,0.306556
119,31,0.306463
120,31,0.30637
121,31,0.306279
122,31,0.306189
123,31,0.306099
124,31,0.306011
125,31,0.305924
126,31,0.305837
127,31,0.305752
128,31,0.305667
129,31,0.305584
130,31,0.305501
131,31,0.30542
132,31,0.30534
133,31,0.305261
134,31,0.305183
135,31,0.305107
136,31,0.305031
137,31,0.304957
138,31,0.304884
139,31,0.304813
140,31,0.304743
141,31,0.304674
142,31,0.304607
143,31,0.304541
144,31,0.304477
145,31,0.304414
146,31,0.304353
147,31,0.304293
148,31,0.304235
149,31,0.304179
150,31,0.304125
151,31,0.304072
152,31,0.304022
153,31,0.303973
154,31,0.303926
155,31,0.303881
156,31,0.303838
157,31,0.303797
158,31,0.303758
159,31,0.303721
160,31,0.303687
161,31,0.303654
162,31,0.303623
163,31,0.303595
164,31,0.303569
165,31,0.303545
166,31,0.303523
167,31,0.303504
168,31,0.303487
169,31,0.303472
170,31,0.303459
171,31,0.303449
172,31,0.303441
173,31,0.303435
174,31,0.303431
175,31,0.303429
176,31,0.30343
177,31,0.303433
178,31,0.303438
179,31,0.303446
180,31,0.303455
-180,32,0.3237
-179,32,0.323715
-178,32,0.323732
-177,32,0.323752
-176,32,0.323774
-175,32,0.323798
-174,32,0.323824
-173,32,0.323852
-172,32,0.323883
-171,32,0.323915
-170,32,0.323949
-169,32,0.323985
-168,32,0.324023
-167,32,0.324063
-166,32,0.324104
-165,32,0.324147
-164,32,0.324191
-163,32,0.324237
-162,32,0.324285
-161,32,0.324334
-160,32,0.324384
-159,32,0.324436
-158,32,0.324488
-157,32,0.324542
-156,32,0.324597
-155,32,0.324653
-154,32,0.32471
-153,32,0.324768
-152,32,0.324827
-151,32,0.324886
-150,32,0.324946
-149,32,0.325007
-148,32,0.325068
-147,32,0.32513
-146,32,0.325192
-145,32,0.325255
-144,32,0.325318
-143,32,0.325382
-142,32,0.325445
-141,32,0.325509
-140,32,0.325573
-139,32,0.325637
-138,32,0.325702
-137,32,0.325766
-136,32,0.32583
-135,32,0.325895
-134,32,0.325959
-133,32,0.326023
-132,32,0.326087
-131,32,0.326151
-130,32,0.326215
-129,32,0.326278
-128,32,0.326341
-127,32,0.326405
-126,32,0.326467
-125,32,0.32653
-124,32,0.326592
-123,32,0.326655
-122,32,0.326716
-121,32,0.326778
-120,32,0.326839
-119,32,0.3269
-118,32,0.326961
-117,32,0.327022
-116,32,0.327082
-115,32,0.327143
-114,32,0.327203
-113,32,0.327262
-112,32,0.327322
-111,32,0.327382
-110,32,0.327441
-109,32,0.3275
-108,32,0.32756
-107,32,0.327619
-106,32,0.327678
-105,32,0.327737
-104,32,0.327796
-103,32,0.327856
-102,32,0.327915
-101,32,0.327975
-100,32,0.328034
-99,32,0.328094
-98,32,0.328154
-97,32,0.328215
-96,32,0.328275
-95,32,0.328336
-94,32,0.328398
-93,32,0.328459
-92,32,0.328521
-91,32,0.328584
-90,32,0.328646
-89,32,0.32871
-88,32,0.328774
-87,32,0.328838
-86,32,0.328903
-85,32,0.328968
-84,32,0.329034
-83,32,0.329101
-82,32,0.329168
-81,32,0.329236
-80,32,0.329304
-79,32,0.329373
-78,32,0.329443
-77,32,0.329513
-76,32,0.329584
-75,32,0.329656
-74,32,0.329728
-73,32,0.329801
-72,32,0.329874
-71,32,0.329949
-70,32,0.330023
-69,32,0.330099
-68,32,0.330175
-67,32,0.330252
-66,32,0.330329
-65,32,0.330407
-64,32,0.330485
-63,32,0.330564
-62,32,0.330644
-61,32,0.330724
-60,32,0.330804
-59,32,0.330885
-58,32,0.330967
-57,32,0.331049
-56,32,0.331131
-55,32,0.331214
-54,32,0.331297
-53,32,0.33138
-52,32,0.331464
-51,32,0.331548
-50,32,0.331632
-49,32,0.331717
-48,32,0.331802
-47,32,0.331887
-46,32,0.331972
-45,32,0.332057
-44,32,0.332143
-43,32,0.332228
-42,32,0.332314
-41,32,0.3324
-40,32,0.332486
-39,32,0.332571
-38,32,0.332657
-37,32,0.332743
-36,32,0.332828
-35,32,0.332914
-34,32,0.332999
-33,32,0.333085
-32,32,0.33317
-31,32,0.333255
-30,32,0.333339
-29,32,0.333424
-28,32,0.333508
-27,32,0.333592
-26,32,0.333675
-25,32,0.333758
-24,32,0.333841
-23,32,0.333923
-22,32,0.334005
-21,32,0.334086
-20,32,0.334167
-19,32,0.334247
-18,32,0.334326
-17,32,0.334405
-16,32,0.334483
-15,32,0.334561
-14,32,0.334637
-13,32,0.334713
-12,32,0.334787
-11,32,0.334861
-10,32,0.334934
-9,32,0.335005
-8,32,0.335076
-7,32,0.335145
-6,32,0.335213
-5,32,0.335279
-4,32,0.335344
-3,32,0.335408
-2,32,0.33547
-1,32,0.33553
0,32,0.335589
1,32,0.335646
2,32,0.335701
3,32,0.335754
4,32,0.335806
5,32,0.335855
6,32,0.335902
7,32,0.335946
8,32,0.335989
9,32,0.336029
10,32,0.336066
11,32,0.336101
12,32,0.336133
13,32,0.336163
14,32,0.33619
15,32,0.336214
16,32,0.336235
17,32,0.336253
18,32,0.336268
19,32,0.33628
20,32,0.336289
21,32,0.336295
22,32,0.336297
23,32,0.336296
24,32,0.336292
25,32,0.336284
26,32,0.336273
27,32,0.336259
28,32,0.336241
29,32,0.336219
30,32,0.336194
31,32,0.336166
32,32,0.336133
33,32,0.336098
34,32,0.336059
35,32,0.336016
36,32,0.335969
37,32,0.33592
38,32,0.335866
39,32,0.33581
40,32,0.335749
41,32,0.335686
42,32,0.335619
43,32,0.335548
44,32,0.335475
45,32,0.335398
46,32,0.335318
47,32,0.335236
48,32,0.33515
49,32,0.335061
50,32,0.334969
51,32,0.334875
52,32,0.334778
53,32,0.334678
54,32,0.334576
55,32,0.334471
56,32,0.334364
57,32,0.334255
58,32,0.334144
59,32,0.334031
60,32,0.333916
61,32,0.333799
62,32,0.33368
63,32,0.33356
64,32,0.333439
65,32,0.333316
66,32,0.333192
67,32,0.333066
68,32,0.33294
69,32,0.332813
70,32,0.332685
71,32,0.332556
72,32,0.332427
73,32,0.332297
74,32,0.332166
75,32,0.332036
76,32,0.331905
77,32,0.331774
78,32,0.331643
79,32,0.331512
80,32,0.331381
81,32,0.33125
82,32,0.33112
83,32,0.330989
84,32,0.33086
85,32,0.33073
86,32,0.330601
87,32,0.330473
88,32,0.330345
89,32,0.330219
90,32,0.330092
91,32,0.329967
92,32,0.329842
93,32,0.329718
94,32,0.329595
95,32,0.329473
96,32,0.329351
97,32,0.329231
98,32,0.329111
99,32,0.328993
100,32,0.328875
101,32,0.328759
102,32,0.328643
103,32,0.328528
104,32,0.328415
105,32,0.328302
106,32,0.32819
107,32,0.328079
108,32,0.32797
109,32,0.327861
110,32,0.327753
111,32,0.327646
112,32,0.327541
113,32,0.327436
114,32,0.327332
115,32,0.327229
116,32,0.327127
117,32,0.327026
118,32,0.326926
119,32,0.326827
120,32,0.326729
121,32,0.326632
122,32,0.326536
123,32,0.326442
124,32,0.326348
125,32,0.326255
126,32,0.326163
127,32,0.326072
128,32,0.325983
129,32,0.325894
130,32,0.325807
131,32,0.325721
132,32,0.325636
133,32,0.325552
134,32,0.32547
135,32,0.325389
136,32,0.325309
137,32,0.32523
138,32,0.325153
139,32,0.325078
140,32,0.325004
141,32,0.324931
142,32,0.32486
143,32,0.324791
144,32,0.324723
145,32,0.324657
146,32,0.324593
147,32,0.32453
148,32,0.32447
149,32,0.324411
150,32,0.324354
151,32,0.324299
152,32,0.324246
153,32,0.324195
154,32,0.324147
155,32,0.3241
156,32,0.324056
157,32,0.324014
158,32,0.323974
159,32,0.323936
160,32,0.323901
161,32,0.323868
162,32,0.323837
163,32,0.323809
164,32,0.323783
165,32,0.323759
166,32,0.323738
167,32,0.323719
168,32,0.323703
169,32,0.323689
170,32,0.323678
171,32,0.323669
172,32,0.323663
173,32,0.323659
174,32,0.323658
175,32,0.323659
176,32,0.323662
177,32,0.323668
178,32,0.323676
179,32,0.323687
180,32,0.3237
-180,33,0.34458
-179,33,0.344599
-178,33,0.344621
-177,33,0.344645
-176,33,0.344671
-175,33,0.344699
-174,33,0.34473
-173,33,0.344763
-172,33,0.344799
-171,33,0.344836
-170,33,0.344875
-169,33,0.344917
-168,33,0.34496
-167,33,0.345005
-166,33,0.345052
-165,33,0.345101
-164,33,0.345152
-163,33,0.345204
-162,33,0.345258
-161,33,0.345313
-160,33,0.345369
-159,33,0.345427
-158,33,0.345486
-157,33,0.345547
-156,33,0.345608
-155,33,0.345671
-154,33,0.345734
-153,33,0.345798
-152,33,0.345864
-151,33,0.34593
-150,33,0.345996
-149,33,0.346064
-148,33,0.346132
-147,33,0.3462
-146,33,0.346269
-145,33,0.346338
-144,33,0.346408
-143,33,0.346478
-142,33,0.346548
-141,33,0.346618
-140,33,0.346689
