"dL [mm]","R_wire [mm]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
4.8,0.1,30.35,98.4546099078841,36.3107046288802
4.8,0.1,30.3666666666667,98.6732357265845,36.5506127223841
4.8,0.1,30.3833333333333,98.8923457982409,36.7903567010076
4.8,0.1,30.4,99.1119412064331,37.0299357909957
4.8,0.1,30.4166666666667,99.332023036874,37.2693492123998
4.8,0.1,30.4333333333333,99.5525923774045,37.5085961790417
4.8,0.1,30.45,99.7736503179869,37.747675898475
4.8,0.1,30.4666666666667,99.9951979506998,37.9865875719485
4.8,0.1,30.4833333333333,100.217236369731,38.2253303943676
4.8,0.1,30.5,100.439766671374,38.4639035542568
4.8,0.1,30.5166666666667,100.662789954016,38.7023062337205
4.8,0.1,30.5333333333333,100.886307318136,38.9405376084055
4.8,0.1,30.55,101.110319866297,39.1785968474612
4.8,0.1,30.5666666666667,101.334828703137,39.416483113501
4.8,0.1,30.5833333333333,101.559834935363,39.6541955625626
4.8,0.1,30.6,101.785339671741,39.8917333440687
4.8,0.1,30.6166666666667,102.011344023092,40.1290956007868
4.8,0.1,30.6333333333333,102.237849102281,40.3662814687894
4.8,0.1,30.65,102.46485602421,40.6032900774135
4.8,0.1,30.6666666666667,102.692365905808,40.8401205492196
4.8,0.1,30.6833333333333,102.920379866022,41.0767719999515
4.8,0.1,30.7,103.148899025809,41.3132435384945
4.8,0.1,30.7166666666667,103.377924508128,41.5495342668343
4.8,0.1,30.7333333333333,103.607457437926,41.7856432800155
4.8,0.1,30.75,103.837498942131,42.0215696660992
4.8,0.1,30.7666666666667,104.068050149644,42.2573125061211
4.8,0.1,30.7833333333333,104.299112191322,42.4928708740493
4.8,0.1,30.8,104.530686199973,42.7282438367412
4.8,0.1,30.8166666666667,104.762773310344,42.9634304539003
4.8,0.1,30.8333333333333,104.995374659108,43.1984297780341
4.8,0.1,30.85,105.228491384851,43.4332408544095
4.8,0.1,30.8666666666667,105.462124628066,43.6678627210092
4.8,0.1,30.8833333333333,105.696275531134,43.9022944084884
4.8,0.1,30.9,105.930945238316,44.1365349401301
4.8,0.1,30.9166666666667,106.166134895738,44.3705833317998
4.8,0.1,30.9333333333333,106.401845651379,44.6044385919026
4.8,0.1,30.95,106.638078655059,44.8380997213365
4.8,0.1,30.9666666666667,106.874835058419,45.0715657134473
4.8,0.1,30.9833333333333,107.112116014916,45.3048355539842
4.8,0.1,31,107.349922679801,45.5379082210525
4.8,0.1,31.0166666666667,107.588256210109,45.7707826850682
4.8,0.1,31.0333333333333,107.827117764642,46.0034579087124
4.8,0.1,31.05,108.066508503953,46.235932846883
4.8,0.1,31.0666666666667,108.306429590332,46.4682064466492
4.8,0.1,31.0833333333333,108.546882187789,46.700277647204
4.8,0.1,31.1,108.787867462036,46.9321453798165
4.8,0.1,31.1166666666667,109.029386580476,47.1638085677847
4.8,0.1,31.1333333333333,109.271440712177,47.3952661263875
4.8,0.1,31.15,109.514031027862,47.626516962836
4.8,0.1,31.1666666666667,109.757158699889,47.8575599762259
4.8,0.1,31.1833333333333,110.00082490223,48.0883940574885
4.8,0.1,31.2,110.245030810455,48.3190180893412
4.8,0.1,31.2166666666667,110.489777601714,48.5494309462392
4.8,0.1,31.2333333333333,110.735066454714,48.7796314943257
4.8,0.1,31.25,110.980898549704,49.0096185913816
4.8,0.1,31.2666666666667,111.22727506845,49.2393910867766
4.8,0.1,31.2833333333333,111.474197194218,49.4689478214183
4.8,0.1,31.3,111.721666111749,49.6982876277015
4.8,0.1,31.3166666666667,111.969683007245,49.9274093294581
4.8,0.1,31.3333333333333,112.218249068337,50.1563117419061
4.8,0.1,31.35,112.467365484071,50.3849936715975
4.8,0.1,31.3666666666667,112.717033444884,50.6134539163678
4.8,0.1,31.3833333333333,112.967254142575,50.8416912652838
4.8,0.1,31.4,113.21802877029,51.0697044985916
4.8,0.1,31.4166666666667,113.469358522491,51.2974923876646
4.8,0.1,31.4333333333333,113.721244594937,51.5250536949506
4.8,0.1,31.45,113.973688184654,51.7523871739196
4.8,0.1,31.4666666666667,114.226690489914,51.9794915690104
4.8,0.1,31.4833333333333,114.480252710206,52.2063656155775
4.8,0.1,31.5,114.734376046212,52.4330080398377
4.8,0.1,31.5166666666667,114.98906169978,52.6594175588166
4.8,0.1,31.5333333333333,115.244310873894,52.8855928802941
4.8,0.1,31.55,115.500124772652,53.1115327027506
4.8,0.1,31.5666666666667,115.75650460123,53.3372357153128
4.8,0.1,31.5833333333333,116.01345156586,53.5627005976985
4.8,0.1,31.6,116.270966873799,53.7879260201622
4.8,0.1,31.6166666666667,116.529051733297,54.0129106434395
4.8,0.1,31.6333333333333,116.787707353569,54.2376531186924
4.8,0.1,31.65,117.046934944764,54.4621520874531
4.8,0.1,31.6666666666667,117.306735717933,54.6864061815685
4.8,0.1,31.6833333333333,117.567110884997,54.9104140231442
4.8,0.1,31.7,117.828061658717,55.1341742244882
4.8,0.1,31.7166666666667,118.089589252658,55.3576853880544
4.8,0.1,31.7333333333333,118.351694881157,55.5809461063859
4.8,0.1,31.75,118.614379759291,55.8039549620581
4.8,0.1,31.7666666666667,118.877645102837,56.0267105276218
4.8,0.1,31.7833333333333,119.141492128244,56.2492113655455
4.8,0.1,31.8,119.405922052591,56.4714560281583
4.8,0.1,31.8166666666667,119.670936093555,56.6934430575917
4.8,0.1,31.8333333333333,119.936535469372,56.915170985722
4.8,0.1,31.85,120.202721398801,57.136638334112
4.8,0.1,31.8666666666667,120.469495101084,57.3578436139529
4.8,0.1,31.8833333333333,120.73685779591,57.5787853260052
4.8,0.1,31.9,121.004810703374,57.7994619605407
4.8,0.1,31.9166666666667,121.273355043937,58.0198719972829
4.8,0.1,31.9333333333333,121.542492038385,58.2400139053487
4.8,0.1,31.95,121.812222907793,58.4598861431881
4.8,0.1,31.9666666666667,122.082548873475,58.6794871585256
4.8,0.1,31.9833333333333,122.353471156948,58.8988153883002
4.8,0.1,32,122.624990979886,59.1178692586054
4.8,0.1,32.0166666666667,122.89710956408,59.3366471846296
4.8,0.1,32.0333333333333,123.169828131387,59.5551475705959
4.8,0.1,32.05,123.443147903692,59.7733688097014
4.8,0.1,32.0666666666667,123.717070102859,59.9913092840572
4.8,0.1,32.0833333333333,123.991595950683,60.2089673646274
4.8,0.1,32.1,124.266726668847,60.4263414111684
4.8,0.1,32.1166666666667,124.542463478873,60.6434297721684
4.8,0.1,32.1333333333333,124.818807602071,60.8602307847858
4.8,0.1,32.15,125.095760259494,61.076742774788
4.8,0.1,32.1666666666667,125.373322671884,61.2929640564905
4.8,0.1,32.1833333333333,125.651496059626,61.5088929326951
4.8,0.1,32.2,125.930281642692,61.7245276946283
4.8,0.1,32.2166666666667,126.209680640592,61.9398666218796
4.8,0.1,32.2333333333333,126.489694272323,62.1549079823399
4.8,0.1,32.25,126.770323756311,62.3696500321393
4.8,0.1,32.2666666666667,127.05157031036,62.584091015585
4.8,0.1,32.2833333333333,127.333435151594,62.7982291650994
4.8,0.1,32.3,127.615919496407,63.0120627011576
4.8,0.1,32.3166666666667,127.899024560401,63.2255898322252
4.8,0.1,32.3333333333333,128.182751558332,63.4388087546959
4.8,0.1,32.35,128.467101704047,63.6517176528288
4.8,0.1,32.3666666666667,128.752076210435,63.864314698686
4.8,0.1,32.3833333333333,129.037676289356,64.07659805207
4.8,0.1,32.4,129.323903151588,64.2885658604606
4.8,0.1,32.4166666666667,129.610758006764,64.5002162589524
4.8,0.1,32.4333333333333,129.898242063309,64.7115473701924
4.8,0.1,32.45,130.186356528378,64.9225573043162
4.8,0.1,32.4666666666667,130.475102607792,65.1332441588854
4.8,0.1,32.4833333333333,130.764481505973,65.3436060188255
4.8,0.1,32.5,131.054494425882,65.5536409563618
4.8,0.1,32.5166666666667,131.345142568945,65.7633470309566
4.8,0.1,32.5333333333333,131.636427134996,65.9727222892467
4.8,0.1,32.55,131.928349322201,66.1817647649803
4.8,0.1,32.5666666666667,132.220910326993,66.3904724789532
4.8,0.1,32.5833333333333,132.514111344002,66.5988434389468
4.8,0.1,32.6,132.807953565984,66.8068756396647
4.8,0.1,32.6166666666667,133.102438183749,67.014567062669
4.8,0.1,32.6333333333333,133.39756638609,67.2219156763189
4.8,0.1,32.65,133.693339359708,67.4289194357065
4.8,0.1,32.6666666666667,133.98975828914,67.6355762825938
4.8,0.1,32.6833333333333,134.286824356683,67.8418841453515
4.8,0.1,32.7,134.584538742317,68.0478409388939
4.8,0.1,32.7166666666667,134.882902623629,68.2534445646182
4.8,0.1,32.7333333333333,135.181917175736,68.4586929103412
4.8,0.1,32.75,135.481583571206,68.6635838502359
4.8,0.1,32.7666666666667,135.781902979975,68.8681152447701
4.8,0.1,32.7833333333333,136.082876569272,69.0722849406444
4.8,0.1,32.8,136.384505503533,69.2760907707282
4.8,0.1,32.8166666666667,136.68679094432,69.4795305539993
4.8,0.1,32.8333333333333,136.989734050237,69.6826020954814
4.8,0.1,32.85,137.293335976846,69.8853031861814
4.8,0.1,32.8666666666667,137.597597876582,70.0876316030291
4.8,0.1,32.8833333333333,137.902520898664,70.2895851088145
4.8,0.1,32.9,138.20810618901,70.4911614521268
4.8,0.1,32.9166666666667,138.514354890148,70.6923583672931
4.8,0.1,32.9333333333333,138.821268141126,70.8931735743176
4.8,0.1,32.95,139.128847077422,71.0936047788205
4.8,0.1,32.9666666666667,139.437092830851,71.293649671977
4.8,0.1,32.9833333333333,139.746006529474,71.4933059304579
4.8,0.1,33,140.055589297504,71.6925712163678
